facility_id,latitude,longitude,square_footage
north-carolina_alexander_6925_287_6_1_0_17_-26_13831_00,35.86976105617257,-81.08182868209825,77539.37256
north-carolina_alexander_6982_287_6_1_0_17_-26_13888_00,36.01791944475193,-81.07993929988726,80277.23354
north-carolina_alexander_702_287_6_1_0_17_-98_13824_00,35.852323482375866,-81.31033536338559,74194.55618
north-carolina_alexander_7211_287_6_1_0_17_-23_13861_00,35.94925724614807,-81.07336315996416,35382.21898
north-carolina_alexander_7221_287_6_1_0_17_-23_13871_00,35.97567745255612,-81.0714760552676,79005.90804
north-carolina_alexander_7225_287_6_1_0_17_-23_13875_00,35.985613679274046,-81.07322264225049,59568.57146
north-carolina_alexander_7229_287_6_1_0_17_-23_13879_00,35.99446949117507,-81.0723027842064,80592.19418
north-carolina_alexander_7236_287_6_1_0_17_-23_13886_00,36.01412716552417,-81.07130574066197,59827.75782
north-carolina_alexander_7246_287_6_1_0_17_-22_13813_00,35.82489764331312,-81.06905801446669,82114.50394
north-carolina_alexander_7276_287_6_1_0_17_-22_13843_00,35.90283593309397,-81.06685880656005,94120.73792
north-carolina_alexander_7283_287_6_1_0_17_-22_13850_00,35.92030771662967,-81.06857760998228,40223.0984
north-carolina_alexander_7329_287_6_1_0_17_-21_13814_00,35.82815787214628,-81.06533869639246,62121.06498
north-carolina_alexander_7353_287_6_1_0_17_-21_13838_00,35.88942223602428,-81.06462184937075,41095.80184
north-carolina_alexander_7369_287_6_1_0_17_-21_13854_00,35.931163269291226,-81.06536160585947,125277.23498
north-carolina_alexander_7432_287_6_1_0_17_-20_13837_00,35.88533471144949,-81.06132764366144,57450.78924
north-carolina_alexander_7476_287_6_1_0_17_-20_13881_00,36.00027347211198,-81.06320698364708,77724.74002
north-carolina_alexander_7508_287_6_1_0_17_-19_13836_00,35.88353291195387,-81.05817219153809,65748.0336
north-carolina_alexander_7526_287_6_1_0_17_-19_13854_00,35.931317204854714,-81.0596087283937,46668.30858
north-carolina_alexander_7539_287_6_1_0_17_-19_13867_00,35.96459260248501,-81.06002652505207,74475.068
north-carolina_alexander_7602_287_6_1_0_17_-18_13855_00,35.93331493893534,-81.05628601602224,72052.16766
north-carolina_alexander_7670_287_6_1_0_17_-17_13848_00,35.915283687954066,-81.05361662821564,62519.68704
north-carolina_alexander_7752_287_6_1_0_17_-16_13855_00,35.931419185072095,-81.05066856947725,94617.78518
north-carolina_alexander_7752_287_6_1_0_17_-16_13855_10,35.934416142601194,-81.0472420423535,67209.64782
north-carolina_alexander_7834_287_6_1_0_17_-15_13862_00,35.952477863931094,-81.04580855563229,84199.47776
north-carolina_alexander_7907_287_6_1_0_17_-14_13861_00,35.94846643258177,-81.04250805765075,42916.66804
north-carolina_alexander_7982_287_6_1_0_17_-13_13864_00,35.95565186560111,-81.03923703483578,77053.80824
north-carolina_alexander_8025_287_6_1_0_17_-12_13837_00,35.88713825886514,-81.03699344438644,114176.51284
north-carolina_alexander_8048_287_6_1_0_17_-12_13860_00,35.946964016462545,-81.03822217799905,72039.0443
north-carolina_alexander_8117_287_6_1_0_17_-11_13863_00,35.95421085974269,-81.03487068208884,97340.88238
north-carolina_alexander_8332_287_6_1_0_17_-7_13848_00,35.91424222247531,-81.02144907870321,43933.72844
north-carolina_alexander_8350_287_6_1_0_17_-7_13866_00,35.96176986478153,-81.01968527900554,79000.98678
north-carolina_alleghany_4025_287_6_1_0_17_-38_14079_00,36.51319031407395,-81.1202190516345,43400.59194
north-carolina_alleghany_4356_287_6_1_0_17_-32_14088_10,36.53594494389916,-81.10231601460934,99594.81946
north-carolina_alleghany_5038_287_6_1_0_17_-20_14099_00,36.56490990070622,-81.06263395476779,113667.98264
north-carolina_alleghany_695_287_6_1_0_17_-89_14091_00,36.54427065008264,-81.28402618109006,76773.29642
north-carolina_anson_10300_287_6_1_0_17_295_13451_00,34.88329780799754,-80.07426501901391,119850.72562
north-carolina_anson_10278_287_6_1_0_17_295_13429_00,34.82808249052034,-80.07253643961867,53955.05422
north-carolina_anson_10301_287_6_1_0_17_295_13452_00,34.88732248868423,-80.07158746200882,96012.14218
north-carolina_anson_10425_287_6_1_0_17_296_13453_00,34.89086310104676,-80.06835105998658,71871.72146
north-carolina_anson_1046_287_6_1_0_17_229_13483_00,34.969017305510896,-80.28138598542608,48228.348
north-carolina_anson_10526_287_6_1_0_17_297_13436_00,34.84560344074684,-80.06588362936516,67657.48248
north-carolina_anson_10598_287_6_1_0_17_297_13508_00,35.03306653118569,-80.06412669887013,70451.11774
north-carolina_anson_10717_287_6_1_0_17_298_13510_00,35.03592761597135,-80.06227021955206,117805.12188
north-carolina_anson_10782_287_6_1_0_17_299_13458_00,34.902292316417494,-80.05895035572578,100938.32344
north-carolina_anson_1078_287_6_1_0_17_229_13515_00,35.050015466357436,-80.27751136392232,50328.0856
north-carolina_anson_10983_287_6_1_0_17_301_13426_00,34.81961199187065,-80.05508375481017,80518.37528
north-carolina_anson_10984_287_6_1_0_17_301_13427_00,34.82203361169942,-80.05216309261807,60070.53998
north-carolina_anson_1110_287_6_1_0_17_229_13547_00,35.13298300856568,-80.27824213220892,66364.83152
north-carolina_anson_11105_287_6_1_0_17_302_13432_00,34.83568720327629,-80.0509573307207,77709.97624
north-carolina_anson_11112_287_6_1_0_17_302_13439_00,34.85304516110185,-80.05072493285228,76422.24654
north-carolina_anson_1112_287_6_1_0_17_229_13549_00,35.139382459075456,-80.27612281098078,65887.4693
north-carolina_anson_1116_287_6_1_0_17_229_13553_00,35.150245825072325,-80.27734951808073,29270.01406
north-carolina_anson_1275_287_6_1_0_17_230_13562_00,35.172787822953666,-80.27549153664943,61838.91274
north-carolina_anson_11476_287_6_1_0_17_305_13457_00,34.89943023301513,-80.03956902993785,92947.83762
north-carolina_anson_11477_287_6_1_0_17_305_13458_00,34.90380893549582,-80.03936681203336,124801.51318
north-carolina_anson_11560_287_6_1_0_17_306_13427_00,34.820872858451125,-80.03872445877681,96030.1868
north-carolina_anson_11898_287_6_1_0_17_309_13428_00,34.822649607920155,-80.02998907328949,38897.63904
north-carolina_anson_12114_287_6_1_0_17_311_13423_00,34.8111803803704,-80.02133699613255,69578.4143
north-carolina_anson_12171_287_6_1_0_17_311_13480_00,34.95963744368949,-80.02244921777415,66478.0205
north-carolina_anson_1219_287_6_1_0_17_230_13506_00,35.02698992220484,-80.2736356887681,102974.08466
north-carolina_anson_12200_287_6_1_0_17_311_13509_00,35.03398866145505,-80.02078405149379,76299.21504
north-carolina_anson_12319_287_6_1_0_17_312_13518_00,35.056664131638996,-80.01457281258978,70994.09676
north-carolina_anson_1243_287_6_1_0_17_230_13530_00,35.08964586074674,-80.27317077831516,70721.78704
north-carolina_anson_12575_287_6_1_0_17_315_13447_00,34.87365738987928,-80.01042137504743,57924.87062
north-carolina_anson_12774_287_6_1_0_17_317_13429_00,34.82694407123735,-80.005242850204,42893.70216
north-carolina_anson_12889_287_6_1_0_17_318_13436_00,34.84522374296762,-79.99867891810658,110454.39986
north-carolina_anson_12991_287_6_1_0_17_319_13430_00,34.82867241570953,-79.99559430951365,66074.47718
north-carolina_anson_13336_287_6_1_0_17_322_13448_00,34.87616004689227,-79.98747123120945,112657.48392
north-carolina_anson_13547_287_6_1_0_17_324_13434_00,34.83872734319792,-79.98032597262333,35915.35548
north-carolina_anson_13670_287_6_1_0_17_325_13442_00,34.859491973382234,-79.97908976952621,95825.1343
north-carolina_anson_13773_287_6_1_0_17_326_13430_00,34.83010440922624,-79.9770037515095,126730.6471
north-carolina_anson_13671_287_6_1_0_17_325_13443_00,34.861926732847174,-79.97909279654891,92563.97934
north-carolina_anson_1374_287_6_1_0_17_231_13510_00,35.03847866993692,-80.27089411953041,57022.63962
north-carolina_anson_13908_287_6_1_0_17_327_13449_00,34.8766348671045,-79.97103340226485,122370.41074
north-carolina_anson_1394_287_6_1_0_17_231_13530_10,35.089674448277584,-80.2699060492044,52137.46886
north-carolina_anson_1398_287_6_1_0_17_231_13534_00,35.100977405901006,-80.27060017911964,121302.49732
north-carolina_anson_14009_287_6_1_0_17_328_13433_00,34.83564632319286,-79.97008543828,89294.62228
north-carolina_anson_14083_287_6_1_0_17_328_13507_00,35.030044628833835,-79.96563883084228,83715.55386
north-carolina_anson_14248_287_6_1_0_17_330_13436_00,34.84428303001365,-79.96240265774703,65351.05196
north-carolina_anson_14365_287_6_1_0_17_331_13434_00,34.83995696737943,-79.95911720990966,60362.53474
north-carolina_anson_14535_287_6_1_0_17_332_13484_00,34.97030019556673,-79.9561148631979,51620.73656
north-carolina_anson_1448_287_6_1_0_17_232_13432_00,34.836578260360426,-80.27136666646753,91555.12104
north-carolina_anson_145_287_6_1_0_17_220_13473_00,34.94310738158542,-80.30678486966235,71061.35398
north-carolina_anson_14657_287_6_1_0_17_333_13486_00,34.974748655646074,-79.95191249926879,60449.477
north-carolina_anson_16583_287_6_1_0_17_351_13451_00,34.881758265211914,-79.8964569684653,77421.26232
north-carolina_anson_1733_287_6_1_0_17_233_13565_00,35.180317522050835,-80.26517802537478,68605.64524
north-carolina_anson_179_287_6_1_0_17_221_13454_00,34.89336866657939,-80.30325528748652,117447.51032
north-carolina_anson_185_287_6_1_0_17_221_13460_00,34.908853714879534,-80.30535004373581,138746.7236
north-carolina_anson_1864_287_6_1_0_17_234_13542_00,35.12193259292776,-80.26192884696599,86020.34396
north-carolina_anson_1870_287_6_1_0_17_234_13548_00,35.137668013696754,-80.25999739352561,61591.20932
north-carolina_anson_1887_287_6_1_0_17_234_13565_00,35.17982146572464,-80.25950136092231,44291.34
north-carolina_anson_1900_287_6_1_0_17_235_13424_00,34.81436897870888,-80.26020892297056,98531.8273
north-carolina_anson_2007_287_6_1_0_17_235_13531_00,35.092912415129305,-80.25914849032567,42813.32158
north-carolina_anson_2012_287_6_1_0_17_235_13536_00,35.10438297199884,-80.2579738913698,53302.16706
north-carolina_anson_2021_287_6_1_0_17_235_13545_00,35.12926914015899,-80.25882241772892,47662.4031
north-carolina_anson_2034_287_6_1_0_17_235_13558_00,35.16327109747816,-80.25720762536183,70497.0495
north-carolina_anson_2037_287_6_1_0_17_235_13561_00,35.16935021041302,-80.2588578249811,64419.2934
