image_id,true_naip_year,longitude,latitude,modeled_naip_year
286_6_1_0_18_-911_13694,2005,-77.8658093742,35.3589647252,2008.0
286_6_1_0_18_-912_13525,2005,-77.8537084801,34.9235968171,2008.0
286_6_1_0_18_-912_13683,2005,-77.8679511218,35.3305584629,2008.0
286_6_1_0_18_-913_13784,2005,-77.8803593123,35.5906123709,2008.0
286_6_1_0_18_-915_13467,2005,-77.8579164603,34.7739779232,2008.0
286_6_1_0_18_-915_13712,2008,-77.8800337254,35.4050254575,2010.0
286_6_1_0_18_-915_13734,2005,-77.882053608,35.4616871251,2008.0
286_6_1_0_18_-915_13758,2005,-77.8842635553,35.5234991309,2008.0
286_6_1_0_18_-917_13490,2012,-77.8662114333,34.8330751809,2012.0
286_6_1_0_18_-918_13473,2005,-77.8678166399,34.78921244,2008.0
286_6_1_0_18_-918_13494,2006,-77.8696931138,34.8433046741,2008.0
286_6_1_0_18_-918_13530,2005,-77.8729215822,34.9360328902,2008.0
286_6_1_0_18_-918_13716,2005,-77.8898389478,35.4151018356,2008.0
286_6_1_0_18_-919_13533,2005,-77.8763193313,34.9436860372,2010.0
286_6_1_0_18_-919_13593,2005,-77.8817409273,35.0982286706,2008.0
286_6_1_0_18_-919_13596,2012,-77.8820130919,35.1059556794,2012.0
286_6_1_0_18_-919_13627,2005,-77.884831534,35.1858007511,2008.0
286_6_1_0_18_-919_13666,2005,-77.8883930962,35.286249223,2008.0
286_6_1_0_18_-919_13710,2005,-77.8924324804,35.399573319,2008.0
286_6_1_0_18_-920_13538,2005,-77.8798980767,34.9564905243,2008.0
286_6_1_0_18_-921_13615,2014,-77.8900113463,35.1547434696,2014.0
286_6_1_0_18_-921_13668,2005,-77.8948588378,35.2912499587,2009.0
286_6_1_0_18_-921_13916,2005,-77.917979577,35.9299483544,2008.0
286_6_1_0_18_-922_13509,2005,-77.8835392721,34.8816453161,
286_6_1_0_18_-922_13515,2012,-77.884079685,34.8970998494,2012.0
286_6_1_0_18_-922_13527,2005,-77.8851617458,34.9280087759,2010.0
286_6_1_0_18_-922_13577,2005,-77.8896881079,35.0567939563,
286_6_1_0_18_-922_13624,2005,-77.8939691485,35.1778490594,2008.0
286_6_1_0_18_-923_13525,2005,-77.888108506,34.9227829076,
286_6_1_0_18_-923_13717,2005,-77.9056619005,35.4172993638,2008.0
286_6_1_0_18_-924_13627,2005,-77.9005177095,35.1854255655,2008.0
286_6_1_0_18_-924_13683,2005,-77.9056650129,35.3296566503,2008.0
286_6_1_0_18_-925_13511,2005,-77.893096894,34.8865737085,2009.0
286_6_1_0_18_-925_13681,2005,-77.9086231,35.3244299439,2008.0
286_6_1_0_18_-925_13698,2005,-77.9101942167,35.368213491,2009.0
286_6_1_0_18_-925_13756,2005,-77.9155800684,35.5175897984,2008.0
286_6_1_0_18_-926_13598,2005,-77.9041351521,35.11058263,2009.0
286_6_1_0_18_-927_13540,2005,-77.9019791308,34.9611199317,2008.0
286_6_1_0_18_-928_13652,2005,-77.9153697141,35.2495126246,2008.0
286_6_1_0_18_-928_13916,2005,-77.940143395,35.9294068095,2008.0
286_6_1_0_18_-929_13718,2005,-77.9246317591,35.4194185137,2008.0
286_6_1_0_18_-930_13475,2005,-77.9054632547,34.7934741876,2008.0
286_6_1_0_18_-930_13516,2005,-77.9091802036,34.8990787144,2008.0
286_6_1_0_18_-930_13542,2005,-77.9115473318,34.966046306,2008.0
286_6_1_0_18_-931_13481,2005,-77.9091288415,34.8088539227,2008.0
286_6_1_0_18_-931_13537,2008,-77.9142198045,34.9530928694,2008.0
286_6_1_0_18_-931_13568,2005,-77.917053609,35.0329376732,2009.0
286_6_1_0_18_-931_13651,2005,-77.9246959873,35.2467095178,2008.0
286_6_1_0_18_-931_13723,2005,-77.9313910123,35.4321428432,2008.0
286_6_1_0_18_-931_13756,2005,-77.9344800613,35.5171308401,2009.0
286_6_1_0_18_-931_13765,2005,-77.9353247759,35.5403091358,2008.0
286_6_1_0_18_-931_13917,2005,-77.949737726,35.9317486282,2009.0
286_6_1_0_18_-932_13904,2005,-77.9516590889,35.8981935882,
286_6_1_0_18_-933_13626,2005,-77.9286596196,35.1821695929,
286_6_1_0_18_-933_13632,2005,-77.9292146314,35.1976227399,2008.0
286_6_1_0_18_-933_13650,2005,-77.9308822037,35.2439818978,2008.0
286_6_1_0_18_-933_13724,2005,-77.9377779239,35.4345650792,2008.0
286_6_1_0_18_-933_13761,2005,-77.9412501343,35.5298539686,2009.0
286_6_1_0_18_-934_13471,2005,-77.9175891174,34.7828721061,2008.0
286_6_1_0_18_-934_13519,2012,-77.9219590323,34.9065053338,2012.0
286_6_1_0_18_-934_13522,2012,-77.9222330366,34.914232311,2012.0
286_6_1_0_18_-934_13652,2005,-77.9342072915,35.2490566981,2008.0
286_6_1_0_18_-935_13511,2005,-77.9243545804,34.8858247469,2009.0
286_6_1_0_18_-935_13515,2012,-77.9247199612,34.8961273935,2012.0
286_6_1_0_18_-935_13579,2012,-77.9305913433,35.0609669009,2012.0
286_6_1_0_18_-936_13467,2005,-77.9234690436,34.7724192375,2008.0
286_6_1_0_18_-937_13473,2005,-77.9271367195,34.7877983553,2014.0
286_6_1_0_18_-937_13579,2005,-77.9368560277,35.0608151674,
286_6_1_0_18_-937_13647,2005,-77.9431602273,35.2359502937,2009.0
286_6_1_0_18_-937_13739,2005,-77.9517764594,35.472888151,2008.0
286_6_1_0_18_-937_13746,2012,-77.952436168,35.490915575,2012.0
286_6_1_0_18_-937_13916,2005,-77.9686388601,35.9287045355,2014.0
286_6_1_0_18_-938_13425,2005,-77.9258957021,34.6640884065,2008.0
286_6_1_0_18_-938_13467,2005,-77.9297118832,34.7722689537,2010.0
286_6_1_0_18_-938_13681,2005,-77.9494751754,35.323438855,2008.0
286_6_1_0_18_-939_13475,2006,-77.9335632603,34.7927991929,2008.0
286_6_1_0_18_-939_13649,2005,-77.9496249029,35.2409481648,2008.0
286_6_1_0_18_-939_13650,2005,-77.9497182397,35.243523619,2008.0
286_6_1_0_18_-939_13684,2005,-77.9528987449,35.331088279,2008.0
286_6_1_0_18_-940_13756,2005,-77.9628292464,35.5164368601,2008.0
286_6_1_0_18_-941_13553,2016,-77.946978976,34.9935464525,2016.0
286_6_1_0_18_-941_13874,2005,-77.9772504622,35.8202354256,
286_6_1_0_18_-942_13450,2005,-77.9406437583,34.7281808278,2008.0
286_6_1_0_18_-942_13535,2005,-77.9484457067,34.9471100568,2008.0
286_6_1_0_18_-942_13650,2005,-77.959136098,35.2432933822,2010.0
286_6_1_0_18_-942_13739,2005,-77.9675172486,35.4725015859,2008.0
286_6_1_0_18_-942_13911,2005,-77.9839851339,35.9154360522,2008.0
286_6_1_0_18_-943_13550,2005,-77.9529607028,34.985667466,2008.0
286_6_1_0_18_-943_13740,2005,-77.9707601794,35.4749993334,2008.0
286_6_1_0_18_-943_13895,2005,-77.9856019281,35.8741557961,2008.0
286_6_1_0_18_-944_13399,2006,-77.9422324248,34.5966685105,2008.0
286_6_1_0_18_-944_13452,2005,-77.9470661704,34.7331811858,2008.0
286_6_1_0_18_-944_13472,2006,-77.9488986904,34.7846944526,2008.0
286_6_1_0_18_-944_13522,2012,-77.9535003873,34.9134753364,2012.0
286_6_1_0_18_-944_13663,2006,-77.9666355063,35.2766197957,2009.0
286_6_1_0_18_-945_13477,2008,-77.9524798481,34.7974968744,2008.0
286_6_1_0_18_-945_13554,2006,-77.9595906239,34.9958170159,2008.0
286_6_1_0_18_-945_13561,2005,-77.9602405093,35.013845735,2008.0
286_6_1_0_18_-945_13736,2005,-77.976676623,35.4645427803,2008.0
286_6_1_0_18_-946_13602,2005,-77.967193082,35.1193644264,2016.0
286_6_1_0_18_-946_13647,2005,-77.971411023,35.2352590484,2008.0
286_6_1_0_18_-946_13652,2005,-77.9718811711,35.2481360641,2008.0
286_6_1_0_18_-947_13472,2005,-77.9582641052,34.7844668812,2008.0
286_6_1_0_18_-949_13575,2012,-77.9740692945,35.0495960775,
286_6_1_0_18_-949_13577,2012,-77.9742561968,35.0547470333,2012.0
286_6_1_0_18_-949_13659,2005,-77.9819601619,35.2659316891,2008.0
286_6_1_0_18_-950_13491,2005,-77.9693856673,34.8331748843,2008.0
286_6_1_0_18_-950_13525,2006,-77.9725390208,34.9207439154,2008.0
286_6_1_0_18_-950_13652,2005,-77.9844387502,35.2478265846,2016.0
286_6_1_0_18_-950_13666,2005,-77.9857623015,35.2838816425,2008.0
286_6_1_0_18_-950_13776,2005,-77.9962438251,35.5671623649,2008.0
286_6_1_0_18_-951_13578,2005,-77.9806138239,35.0571685296,2008.0
286_6_1_0_18_-951_13657,2005,-77.9880510373,35.2606258108,2008.0
286_6_1_0_18_-951_13663,2005,-77.98861894,35.2760779264,2010.0
286_6_1_0_18_-951_13666,2005,-77.9889030535,35.2838039663,2008.0
286_6_1_0_18_-952_13520,2008,-77.9783272382,34.9077129187,2008.0
286_6_1_0_18_-952_13528,2005,-77.9790722694,34.9283171122,2008.0
286_6_1_0_18_-952_13567,2005,-77.9827151446,35.028761353,2016.0
286_6_1_0_18_-952_13665,2005,-77.9919489779,35.2811508709,2008.0
286_6_1_0_18_-952_13670,2005,-77.9924231766,35.2940275475,2009.0
286_6_1_0_18_-953_13430,2006,-77.9731152086,34.6758338586,2008.0
286_6_1_0_18_-954_13653,2005,-77.9970909951,35.2500911448,2008.0
286_6_1_0_18_-956_13401,2005,-77.9797931892,34.6009115776,2008.0
286_6_1_0_18_-956_13545,2005,-77.9931731813,34.9717924628,2008.0
286_6_1_0_18_-961_13431,2005,-77.9981490406,34.6777976875,2008.0
286_6_1_0_18_-962_13396,2008,-77.9980189526,34.5875750046,2008.0
286_6_1_0_18_-962_13401,2008,-77.9984820339,34.600453081,2008.0
