image_id,true_naip_year,longitude,latitude,modeled_naip_year
286_6_1_0_17_942_13568,2005,-78.0453713677,35.0321067673,2008.0
286_6_1_0_17_943_13523,2005,-78.0464072807,34.9161301767,2008.0
286_6_1_0_17_943_13915,2005,-78.0092957362,35.9256608396,
286_6_1_0_17_944_13418,2005,-78.0529218518,34.6456105982,2009.0
286_6_1_0_17_944_13522,2005,-78.0433729418,34.9134785293,2008.0
286_6_1_0_17_944_13576,2005,-78.0383649343,35.0525582288,2008.0
286_6_1_0_17_944_13654,2005,-78.0310703088,35.2534443757,2008.0
286_6_1_0_17_944_13766,2005,-78.02046894,35.5418822632,2014.0
286_6_1_0_17_944_13909,2005,-78.0067124894,35.9101314819,2008.0
286_6_1_0_17_945_13523,2006,-78.0401537559,34.9159779709,2008.0
286_6_1_0_17_945_13533,2005,-78.0392278417,34.9417336732,2008.0
286_6_1_0_17_946_13537,2005,-78.0357290374,34.9519595925,2009.0
286_6_1_0_17_946_13909,2005,-78.0003819271,35.9099734483,2008.0
286_6_1_0_17_947_13437,2005,-78.0418314931,34.6943222584,2008.0
286_6_1_0_17_947_13586,2005,-78.0280350378,35.0780832652,2009.0
286_6_1_0_17_947_13664,2014,-78.0207080647,35.2789666781,2014.0
286_6_1_0_17_948_13416,2005,-78.0406387036,34.6401571975,2008.0
286_6_1_0_17_948_13421,2005,-78.0401806925,34.6530356545,2008.0
286_6_1_0_17_948_13452,2005,-78.0373345286,34.7328813612,2010.0
286_6_1_0_17_948_13763,2005,-78.008152978,35.5338443879,2008.0
286_6_1_0_17_950_13510,2005,-78.0257284089,34.8821139153,2009.0
286_6_1_0_17_950_13558,2006,-78.0212572216,35.0057391625,2008.0
286_6_1_0_17_951_13601,2005,-78.0140942766,35.1164070166,2008.0
286_6_1_0_17_955_13500,2005,-78.0110343565,34.8559751884,2008.0
286_6_1_0_17_955_13581,2005,-78.003443451,35.0645891377,2008.0
286_6_1_0_17_956_13434,2005,-78.014044112,34.6859107164,2008.0
286_6_1_0_17_956_13562,2005,-78.0021006085,35.0155784627,2014.0
286_6_1_0_17_959_13433,2005,-78.0047829948,34.6831055206,2008.0
286_6_1_0_18_-629_13815,2005,-76.9864639011,35.688610544,2008.0
286_6_1_0_18_-642_13811,2005,-77.0272685749,35.6776167721,2008.0
286_6_1_0_18_-676_13860,2005,-77.1380246307,35.802025259,2008.0
286_6_1_0_18_-695_13751,2010,-77.1904349097,35.5200682255,2010.0
286_6_1_0_18_-697_13751,2005,-77.1967387203,35.5199534451,2008.0
286_6_1_0_18_-710_13782,2005,-77.2399350081,35.5990792915,2008.0
286_6_1_0_18_-721_13716,2012,-77.2698443395,35.4283641067,2012.0
286_6_1_0_18_-729_13543,2012,-77.2825150622,34.9820951281,2012.0
286_6_1_0_18_-729_13703,2010,-77.2940794205,35.3943899111,2014.0
286_6_1_0_18_-732_13549,2005,-77.2923391142,34.9973794928,2008.0
286_6_1_0_18_-732_13704,2010,-77.3035930755,35.3967867709,2012.0
286_6_1_0_18_-734_13747,2005,-77.3130569018,35.5074640144,2008.0
286_6_1_0_18_-737_13690,2012,-77.3182946872,35.360411445,2012.0
286_6_1_0_18_-739_13735,2005,-77.3279201139,35.47624084,2008.0
286_6_1_0_18_-739_13823,2005,-77.3344964139,35.7029810106,
286_6_1_0_18_-740_13834,2005,-77.3384835224,35.7312614076,2008.0
286_6_1_0_18_-741_13829,2005,-77.3412662421,35.7183172961,2009.0
286_6_1_0_18_-751_13902,2005,-77.3784643895,35.9057760249,
286_6_1_0_18_-752_13731,2005,-77.3685656643,35.4651367424,2008.0
286_6_1_0_18_-755_13705,2012,-77.3760441089,35.3979597721,2012.0
286_6_1_0_18_-756_13581,2014,-77.3698737449,35.0783915901,2014.0
286_6_1_0_18_-757_13713,2012,-77.3829445382,35.4184482613,2012.0
286_6_1_0_18_-771_13573,2012,-77.4162814403,35.0568492983,2012.0
286_6_1_0_18_-774_13573,2005,-77.4256819372,35.0566614479,2008.0
286_6_1_0_18_-775_13884,2009,-77.4530317849,35.8578724812,2009.0
286_6_1_0_18_-777_13492,2012,-77.4289146806,34.8477621558,2012.0
286_6_1_0_18_-777_13659,2012,-77.441700503,35.278058037,2012.0
286_6_1_0_18_-781_13921,2005,-77.4749873766,35.9528017754,2008.0
286_6_1_0_18_-786_13607,2012,-77.4659210278,35.1435054645,2012.0
286_6_1_0_18_-786_13872,2005,-77.4868765135,35.8262415455,2008.0
286_6_1_0_18_-788_13718,2005,-77.4809083848,35.4293630942,2008.0
286_6_1_0_18_-789_13650,2012,-77.4786964974,35.2541021469,2012.0
286_6_1_0_18_-789_13758,2005,-77.4872304849,35.532352148,2008.0
286_6_1_0_18_-791_13682,2012,-77.4875011236,35.3364187224,2012.0
286_6_1_0_18_-791_13684,2014,-77.487659137,35.3415715285,2014.0
286_6_1_0_18_-791_13747,2005,-77.4926571438,35.503882347,2008.0
286_6_1_0_18_-793_13701,2014,-77.4952958401,35.385240222,2014.0
286_6_1_0_18_-793_13744,2005,-77.4987188142,35.4960228888,2008.0
286_6_1_0_18_-794_13616,2010,-77.4917217319,35.1661798226,2010.0
286_6_1_0_18_-796_13557,2005,-77.4933630624,35.0140373266,2008.0
286_6_1_0_18_-796_13686,2005,-77.5035395559,35.3463992906,2009.0
286_6_1_0_18_-796_13771,2005,-77.5103366246,35.5653860643,
286_6_1_0_18_-800_13590,2005,-77.5084901957,35.0988030071,
286_6_1_0_18_-800_13614,2005,-77.5103882612,35.1606377866,2008.0
286_6_1_0_18_-800_13646,2010,-77.5129280246,35.2430830359,2014.0
286_6_1_0_18_-800_13772,2012,-77.5230292011,35.5676986876,2012.0
286_6_1_0_18_-800_13774,2005,-77.523190843,35.5728511556,2008.0
286_6_1_0_18_-802_13482,2005,-77.5062687465,34.8204088634,2008.0
286_6_1_0_18_-802_13634,2005,-77.518252871,35.2120356224,
286_6_1_0_18_-804_13595,2005,-77.5214266392,35.1114247625,2008.0
286_6_1_0_18_-804_13815,2005,-77.5391429402,35.6782096031,2008.0
286_6_1_0_18_-805_13506,2005,-77.5175255635,34.8820524618,2008.0
286_6_1_0_18_-808_13691,2005,-77.5416759813,35.3584923177,2008.0
286_6_1_0_18_-812_13502,2005,-77.5390945932,34.8712907007,2008.0
286_6_1_0_18_-812_13613,2005,-77.547954342,35.157274471,2008.0
286_6_1_0_18_-812_13769,2005,-77.5606187237,35.5591713834,2012.0
286_6_1_0_18_-813_13547,2012,-77.5458019011,34.987166243,2012.0
286_6_1_0_18_-813_13686,2005,-77.556993701,35.3452788819,2008.0
286_6_1_0_18_-813_13834,2005,-77.5691291522,35.7265518411,2008.0
286_6_1_0_18_-814_13521,2005,-77.5468583026,34.9201128435,2008.0
286_6_1_0_18_-814_13724,2008,-77.5632359111,35.4431090562,2008.0
286_6_1_0_18_-815_13743,2014,-77.56794045,35.4919896948,2016.0
286_6_1_0_18_-816_13534,2005,-77.5541530318,34.9534751505,2008.0
286_6_1_0_18_-816_13769,2005,-77.573229028,35.5589025513,2008.0
286_6_1_0_18_-817_13526,2005,-77.556642056,34.9327977536,2008.0
286_6_1_0_18_-818_13525,2005,-77.5596904271,34.9301553623,2008.0
286_6_1_0_18_-818_13532,2005,-77.5602511942,34.9481903666,2008.0
286_6_1_0_18_-818_13538,2005,-77.5607322483,34.9636488927,2008.0
286_6_1_0_18_-819_13706,2005,-77.577497769,35.3964020409,2008.0
286_6_1_0_18_-819_13832,2005,-77.5879171718,35.7209930425,2008.0
286_6_1_0_18_-820_13501,2005,-77.5640235717,34.8681887511,2008.0
286_6_1_0_18_-820_13513,2005,-77.5649846043,34.8991060743,2008.0
286_6_1_0_18_-820_13743,2012,-77.5836900824,35.4916530423,2014.0
286_6_1_0_18_-820_13875,2005,-77.5946745602,35.8316931978,2008.0
286_6_1_0_18_-821_13440,2005,-77.5622809608,34.7109572413,2008.0
286_6_1_0_18_-822_13496,2005,-77.5698745567,34.8551743779,2008.0
286_6_1_0_18_-822_13508,2005,-77.5708373152,34.8860916252,
286_6_1_0_18_-822_13710,2005,-77.5872657629,35.4065047281,
286_6_1_0_18_-822_13869,2005,-77.6004965298,35.8161004556,2008.0
286_6_1_0_18_-823_13471,2005,-77.5709965625,34.790696852,2008.0
286_6_1_0_18_-823_13473,2005,-77.5711566063,34.7958497892,2009.0
286_6_1_0_18_-823_13561,2008,-77.5782389045,35.0225740542,2008.0
286_6_1_0_18_-824_13503,2005,-77.5766882923,34.8730769497,2008.0
286_6_1_0_18_-824_13568,2005,-77.581938172,35.0405418136,2008.0
286_6_1_0_18_-824_13633,2005,-77.5872315355,35.2080013528,2008.0
286_6_1_0_18_-825_13583,2014,-77.5862898074,35.0791199126,2016.0
286_6_1_0_18_-826_13504,2005,-77.5830211907,34.8755205277,2008.0
286_6_1_0_18_-826_13569,2005,-77.5882844423,35.0429844853,2008.0
286_6_1_0_18_-826_13571,2005,-77.588447078,35.048137138,2012.0
286_6_1_0_18_-826_13755,2012,-77.603587528,35.5221595452,2012.0
286_6_1_0_18_-827_13443,2005,-77.5812414688,34.7182910562,2008.0
286_6_1_0_18_-827_13505,2005,-77.5862281466,34.8780303874,
286_6_1_0_18_-827_13572,2005,-77.5916612725,35.0506464876,2008.0
286_6_1_0_18_-828_13734,2005,-77.6081394668,35.4679252271,2008.0
286_6_1_0_18_-830_13573,2005,-77.6011415301,35.0530213758,2008.0
286_6_1_0_18_-833_13567,2005,-77.6100482234,35.0373615301,2008.0
286_6_1_0_18_-833_13569,2005,-77.6102121915,35.0425140985,2009.0
286_6_1_0_18_-835_13517,2005,-77.6122173226,34.9084112238,2008.0
286_6_1_0_18_-835_13693,2005,-77.6267494225,35.3618267207,2008.0
286_6_1_0_18_-836_13730,2005,-77.6329944039,35.4570732978,2008.0
286_6_1_0_18_-837_13847,2005,-77.646054442,35.758393906,2008.0
286_6_1_0_18_-838_13498,2005,-77.6200444208,34.8592586961,2008.0
286_6_1_0_18_-838_13536,2005,-77.6231582412,34.9571587219,2008.0
286_6_1_0_18_-838_13607,2012,-77.6290165604,35.1400722983,2012.0
286_6_1_0_18_-839_13530,2005,-77.625794211,34.941633271,2008.0
286_6_1_0_18_-839_13599,2005,-77.6314892176,35.1193945181,2008.0
286_6_1_0_18_-840_13711,2005,-77.6439865942,35.4078527231,2008.0
286_6_1_0_18_-840_13924,2008,-77.6621624322,35.9565239018,2008.0
286_6_1_0_18_-841_13582,2005,-77.6363488727,35.075462568,2010.0
286_6_1_0_18_-842_13503,2005,-77.6329571855,34.8718699027,2008.0
286_6_1_0_18_-843_13467,2005,-77.6331276834,34.779054395,2009.0
286_6_1_0_18_-843_13477,2005,-77.6339472886,34.8048178056,2008.0
286_6_1_0_18_-843_13480,2005,-77.6341933731,34.8125468041,2008.0
286_6_1_0_18_-843_13710,2005,-77.6533415224,35.4050694097,2008.0
286_6_1_0_18_-846_13698,2005,-77.6617640288,35.3739490942,2008.0
286_6_1_0_18_-847_13484,2005,-77.6470179461,34.8225805253,2008.0
286_6_1_0_18_-847_13580,2006,-77.6549838459,35.0698994917,2008.0
286_6_1_0_18_-848_13503,2005,-77.6517127358,34.8714617753,2008.0
286_6_1_0_18_-849_13460,2005,-77.651285032,34.7606129958,2008.0
286_6_1_0_18_-849_13836,2005,-77.6830247717,35.7292184579,2008.0
286_6_1_0_18_-849_13882,2005,-77.6870128184,35.8477056385,2008.0
286_6_1_0_18_-850_13458,2005,-77.6542417324,34.7553922691,2008.0
286_6_1_0_18_-851_13468,2005,-77.6581896478,34.7810871052,2008.0
286_6_1_0_18_-851_13476,2005,-77.6588515343,34.8016974186,2008.0
286_6_1_0_18_-851_13590,2005,-77.6683567985,35.0953855706,2008.0
286_6_1_0_18_-851_13624,2005,-77.6712184251,35.1829735767,2008.0
286_6_1_0_18_-854_13495,2005,-77.6698014158,34.850440876,2008.0
286_6_1_0_18_-854_13549,2016,-77.6743133969,34.9895560107,2016.0
286_6_1_0_18_-855_13569,2005,-77.6791246357,35.0410099776,2008.0
286_6_1_0_18_-856_13589,2005,-77.6839440591,35.0924630913,2008.0
286_6_1_0_18_-856_13596,2006,-77.6845355779,35.1104958149,2008.0
286_6_1_0_18_-856_13881,2005,-77.7090704765,35.8446319909,2008.0
286_6_1_0_18_-857_13488,2005,-77.6785918598,34.8322008656,2008.0
286_6_1_0_18_-858_13458,2005,-77.6792134522,34.7548446766,2008.0
286_6_1_0_18_-858_13467,2008,-77.6799632749,34.7780309754,2008.0
286_6_1_0_18_-858_13495,2005,-77.682301541,34.8501654704,2008.0
286_6_1_0_18_-858_13589,2005,-77.6902124799,35.0923239894,2008.0
286_6_1_0_18_-859_13478,2005,-77.6840042431,34.8063007056,2008.0
286_6_1_0_18_-859_13868,2012,-77.7174183237,35.8109329949,2012.0
286_6_1_0_18_-860_13592,2005,-77.6967354818,35.0999128022,2008.0
286_6_1_0_18_-861_13522,2012,-77.6939470479,34.9195148609,2012.0
286_6_1_0_18_-861_13526,2005,-77.694284084,34.9298194911,2010.0
286_6_1_0_18_-861_13624,2005,-77.7025951336,35.1822765632,2008.0
286_6_1_0_18_-862_13730,2008,-77.7148498985,35.4552576941,2008.0
286_6_1_0_18_-862_13766,2008,-77.7179742888,35.5479888081,2008.0
286_6_1_0_18_-863_13717,2005,-77.71687199,35.4217001983,2008.0
286_6_1_0_18_-863_13803,2012,-77.7243558569,35.6432226185,2012.0
286_6_1_0_18_-864_13450,2005,-77.697271368,34.7338208132,2008.0
286_6_1_0_18_-864_13506,2014,-77.7019787086,34.8780878004,2014.0
286_6_1_0_18_-864_13768,2005,-77.7244521832,35.5529980196,2008.0
286_6_1_0_18_-865_13491,2005,-77.7038390838,34.8393757418,2009.0
286_6_1_0_18_-865_13813,2005,-77.7315443408,35.6688371807,
286_6_1_0_18_-865_13892,2005,-77.7385162758,35.8723182032,2008.0
286_6_1_0_18_-866_13504,2005,-77.7080616336,34.8727962113,2008.0
286_6_1_0_18_-866_13569,2005,-77.7135789279,35.0402432614,2008.0
286_6_1_0_18_-867_13482,2006,-77.7093281835,34.8160509991,2008.0
286_6_1_0_18_-867_13611,2005,-77.7203045012,35.1483664816,2008.0
286_6_1_0_18_-868_13457,2005,-77.7103429223,34.7515767999,2008.0
286_6_1_0_18_-868_13562,2005,-77.719245473,35.022070402,2010.0
286_6_1_0_18_-868_13761,2005,-77.736446831,35.5346814778,2008.0
286_6_1_0_18_-869_13564,2005,-77.7225478311,35.0271522107,
286_6_1_0_18_-870_13481,2010,-77.7186144122,34.813265546,2010.0
286_6_1_0_18_-870_13482,2005,-77.718699091,34.815841698,
286_6_1_0_18_-870_13484,2012,-77.7188684809,34.820993998,2012.0
286_6_1_0_18_-870_13498,2005,-77.720055415,34.8570599554,2008.0
286_6_1_0_18_-870_13562,2005,-77.7255083338,35.0219297202,2008.0
286_6_1_0_18_-870_13702,2005,-77.7375921029,35.3825640526,
286_6_1_0_18_-870_13769,2005,-77.7434514314,35.5551444242,2008.0
286_6_1_0_18_-870_13888,2005,-77.7539818922,35.8616534655,2008.0
286_6_1_0_18_-871_13497,2006,-77.7230956348,34.8544137966,2009.0
286_6_1_0_18_-871_13595,2014,-77.7314720009,35.1068679645,2014.0
286_6_1_0_18_-871_13724,2005,-77.7426580245,35.4391613196,2008.0
286_6_1_0_18_-872_13485,2012,-77.7252009921,34.8234301716,2012.0
286_6_1_0_18_-872_13487,2012,-77.7253708347,34.8285824373,2012.0
286_6_1_0_18_-873_13428,2005,-77.7234969275,34.6765187323,2008.0
286_6_1_0_18_-873_13469,2009,-77.7269661346,34.7821418623,2009.0
286_6_1_0_18_-873_13714,2005,-77.7480772026,35.413259694,2008.0
286_6_1_0_18_-873_13724,2005,-77.7489528966,35.439017968,2009.0
286_6_1_0_18_-874_13601,2005,-77.7413939015,35.1221112866,2008.0
286_6_1_0_18_-875_13415,2005,-77.7286349095,34.6428885056,2008.0
286_6_1_0_18_-875_13542,2014,-77.7394467124,34.9700560353,2014.0
286_6_1_0_18_-875_13715,2012,-77.7544577503,35.4156919702,2012.0
286_6_1_0_18_-875_13718,2005,-77.7547209747,35.4234194213,2008.0
286_6_1_0_18_-876_13524,2005,-77.7410313573,34.9236164765,
286_6_1_0_18_-876_13542,2010,-77.7425761148,34.9699853047,2010.0
286_6_1_0_18_-876_13548,2005,-77.7430918185,34.9854414886,2008.0
286_6_1_0_18_-876_13885,2005,-77.7726966184,35.8534894358,2016.0
286_6_1_0_18_-877_13488,2005,-77.7410765394,34.8308071301,2008.0
286_6_1_0_18_-877_13713,2005,-77.7605749072,35.4103964725,
286_6_1_0_18_-878_13549,2005,-77.7494379483,34.9878757176,2008.0
286_6_1_0_18_-878_13552,2014,-77.7496965673,34.995603748,2014.0
286_6_1_0_18_-878_13583,2005,-77.7523747352,35.0754593865,2008.0
286_6_1_0_18_-878_13587,2012,-77.7527210732,35.0857632501,2012.0
286_6_1_0_18_-879_13467,2005,-77.7455290944,34.7765679627,2009.0
286_6_1_0_18_-879_13569,2005,-77.7542959484,35.0393245477,2008.0
286_6_1_0_18_-880_13460,2005,-77.7480529847,34.7584646609,2008.0
286_6_1_0_18_-880_13469,2005,-77.7488221623,34.7816496202,2010.0
286_6_1_0_18_-880_13509,2005,-77.7522513787,34.8846926325,2008.0
286_6_1_0_18_-881_13454,2012,-77.7506614827,34.7429374247,2012.0
286_6_1_0_18_-881_13456,2012,-77.7508323984,34.7480896487,2014.0
286_6_1_0_18_-881_13549,2005,-77.7588280779,34.9876624176,2008.0
286_6_1_0_18_-881_13565,2005,-77.7602132171,35.0288781215,2008.0
286_6_1_0_18_-881_13591,2005,-77.7624700745,35.0958529397,2008.0
286_6_1_0_18_-881_13597,2005,-77.7629919459,35.1113085437,
286_6_1_0_18_-882_13449,2012,-77.7533546845,34.7299862572,2012.0
286_6_1_0_18_-882_13593,2005,-77.7657783246,35.100933253,2008.0
286_6_1_0_18_-882_13676,2005,-77.773042978,35.3147308833,2008.0
286_6_1_0_18_-883_13591,2005,-77.7687383443,35.0957097663,
286_6_1_0_18_-883_13736,2005,-77.7814908984,35.4692052339,2008.0
286_6_1_0_18_-884_13453,2009,-77.7599380719,34.7401492347,2009.0
286_6_1_0_18_-884_13602,2005,-77.7728327778,35.1239730722,2010.0
286_6_1_0_18_-884_13697,2005,-77.7811824164,35.3686780683,2008.0
286_6_1_0_18_-884_13725,2005,-77.7836626258,35.4407994222,2010.0
286_6_1_0_18_-884_13756,2005,-77.7864188686,35.5206468799,
286_6_1_0_18_-885_13604,2005,-77.7761429113,35.1290529986,
286_6_1_0_18_-886_13459,2005,-77.7666950837,34.755463913,2008.0
286_6_1_0_18_-886_13491,2005,-77.769452191,34.8378975971,2008.0
286_6_1_0_18_-886_13697,2005,-77.7874716067,35.3685329581,2008.0
286_6_1_0_18_-886_13740,2009,-77.7912927225,35.4792897426,2009.0
286_6_1_0_18_-886_13888,2005,-77.8046049691,35.8604807831,2008.0
286_6_1_0_18_-887_13447,2016,-77.7687841055,34.7244799732,2016.0
286_6_1_0_18_-887_13492,2005,-77.7726629423,34.8404023526,2008.0
286_6_1_0_18_-887_13494,2005,-77.7728358497,34.8455543982,2009.0
286_6_1_0_18_-887_13701,2005,-77.7909711577,35.3787633106,2008.0
286_6_1_0_18_-887_13802,2005,-77.7999941777,35.6389079472,2008.0
286_6_1_0_18_-888_13492,2005,-77.7757873425,34.8403309965,2008.0
286_6_1_0_18_-888_13507,2005,-77.7770866762,34.8789711114,2008.0
286_6_1_0_18_-888_13514,2006,-77.7776938789,34.8970030664,2008.0
286_6_1_0_18_-888_13544,2010,-77.7803022934,34.974282161,2010.0
286_6_1_0_18_-888_13697,2005,-77.7937607521,35.3683875211,2008.0
286_6_1_0_18_-888_13704,2005,-77.7943827703,35.3864177621,2010.0
286_6_1_0_18_-888_13772,2006,-77.8004540683,35.5615653684,2010.0
286_6_1_0_18_-889_13592,2005,-77.7876306257,35.0978541874,2008.0
286_6_1_0_18_-889_13664,2005,-77.7939770833,35.2833143459,2008.0
286_6_1_0_18_-889_13705,2005,-77.7976170286,35.3889206094,2008.0
286_6_1_0_18_-889_13754,2008,-77.8019921159,35.5151301159,2008.0
286_6_1_0_18_-890_13500,2005,-77.7827303346,34.860796032,2008.0
286_6_1_0_18_-890_13563,2005,-77.7882220504,35.0230810674,2008.0
286_6_1_0_18_-890_13621,2005,-77.7933168742,35.1724818232,
286_6_1_0_18_-890_13858,2012,-77.8145293859,35.782918972,2012.0
286_6_1_0_18_-891_13451,2005,-77.7816096461,34.7344995002,2009.0
286_6_1_0_18_-891_13543,2005,-77.7896032254,34.971490616,2008.0
286_6_1_0_18_-891_13598,2010,-77.7944267551,35.1131648924,2010.0
286_6_1_0_18_-891_13713,2005,-77.8046217419,35.4093803074,2008.0
286_6_1_0_18_-892_13543,2005,-77.7927325496,34.9714185903,
286_6_1_0_18_-892_13592,2005,-77.7970330424,35.0976373441,2008.0
286_6_1_0_18_-892_13595,2005,-77.7972972075,35.1053649224,2008.0
286_6_1_0_18_-892_13695,2005,-77.8061604922,35.3629442129,2008.0
286_6_1_0_18_-892_13705,2005,-77.807053021,35.3887014301,2010.0
286_6_1_0_18_-892_13760,2005,-77.8119822215,35.5303638048,2008.0
286_6_1_0_18_-893_13469,2005,-77.7894105141,34.780725062,2008.0
286_6_1_0_18_-893_13490,2005,-77.7912351499,34.834821045,2010.0
286_6_1_0_18_-893_13590,2014,-77.7999909082,35.0924131897,
286_6_1_0_18_-893_13631,2005,-77.8036130045,35.1980222446,2008.0
286_6_1_0_18_-893_13698,2005,-77.8095727422,35.370598217,2008.0
286_6_1_0_18_-893_13720,2005,-77.811540745,35.4272636855,2008.0
286_6_1_0_18_-893_13769,2005,-77.8159438157,35.5534708787,
286_6_1_0_18_-894_13463,2005,-77.7920116055,34.7651973245,2008.0
286_6_1_0_18_-894_13599,2005,-77.8039191833,35.1155232791,2008.0
286_6_1_0_18_-894_13713,2005,-77.8140600616,35.4091604713,2008.0
286_6_1_0_18_-895_13667,2005,-77.8130919735,35.2906041904,2008.0
286_6_1_0_18_-895_13718,2005,-77.8176547865,35.4219654328,2008.0
286_6_1_0_18_-896_13456,2005,-77.7976459188,34.7470217777,2008.0
286_6_1_0_18_-896_13523,2005,-77.8034942936,34.9196114854,2008.0
286_6_1_0_18_-896_13635,2005,-77.8133823915,35.2081067459,2008.0
286_6_1_0_18_-896_13668,2005,-77.816322749,35.2931067219,2008.0
286_6_1_0_18_-896_13697,2005,-77.8189168816,35.3678025053,2008.0
286_6_1_0_18_-897_13452,2010,-77.8004187596,34.7366459295,2010.0
286_6_1_0_18_-897_13460,2008,-77.8011148818,34.757253945,2008.0
286_6_1_0_18_-897_13507,2005,-77.8052189029,34.8783243767,2008.0
286_6_1_0_18_-897_13526,2005,-77.8068849351,34.9272669367,2008.0
286_6_1_0_18_-897_13542,2005,-77.8082910284,34.9684813637,2008.0
286_6_1_0_18_-897_13544,2012,-77.8084669908,34.9736331439,2014.0
286_6_1_0_18_-897_13551,2010,-77.8090832112,34.9916643339,2010.0
286_6_1_0_18_-897_13573,2012,-77.8110234707,35.0483333771,2012.0
286_6_1_0_18_-897_13601,2005,-77.8135007377,35.1204567106,2008.0
286_6_1_0_18_-897_13667,2005,-77.8193749478,35.2904576997,
286_6_1_0_18_-897_13746,2008,-77.8264711795,35.4939363045,2008.0
286_6_1_0_18_-898_13516,2005,-77.8091341989,34.9014354299,2008.0
286_6_1_0_18_-898_13546,2005,-77.8117725486,34.9787123895,2008.0
286_6_1_0_18_-898_13690,2005,-77.8245773621,35.349625615,2009.0
286_6_1_0_18_-898_13735,2005,-77.8286270788,35.4655304853,2008.0
286_6_1_0_18_-898_13754,2008,-77.8303439129,35.5144673063,2008.0
286_6_1_0_18_-898_13763,2005,-77.8311585957,35.5376477416,2008.0
286_6_1_0_18_-899_13564,2005,-77.8164916868,35.0250052742,
286_6_1_0_18_-899_13697,2005,-77.828350243,35.3675817764,
286_6_1_0_18_-899_13699,2005,-77.8285300986,35.3727331277,2008.0
286_6_1_0_18_-900_13531,2008,-77.8167082563,34.9399289615,2008.0
286_6_1_0_18_-900_13538,2005,-77.8173255109,34.9579601238,2008.0
286_6_1_0_18_-900_13665,2005,-77.8286199988,35.2850859323,
286_6_1_0_18_-900_13691,2005,-77.830954783,35.3520539934,2008.0
286_6_1_0_18_-900_13722,2005,-77.8337486482,35.4318993797,2008.0
286_6_1_0_18_-901_13529,2005,-77.8196598556,34.9347045359,2008.0
286_6_1_0_18_-901_13552,2005,-77.8216917698,34.9939494464,2008.0
286_6_1_0_18_-901_13649,2006,-77.8303266832,35.2438008952,2008.0
286_6_1_0_18_-901_13652,2005,-77.8305954401,35.2515280653,2010.0
286_6_1_0_18_-901_13663,2005,-77.831581758,35.2798609226,2008.0
286_6_1_0_18_-901_13728,2005,-77.837438181,35.4472791429,2008.0
286_6_1_0_18_-902_13501,2005,-77.8203193307,34.8625068366,2008.0
286_6_1_0_18_-902_13721,2005,-77.8399519694,35.4291756813,2008.0
286_6_1_0_18_-903_13463,2005,-77.8201048199,34.7645489826,2008.0
286_6_1_0_18_-903_13464,2005,-77.8201924985,34.7671249337,2008.0
286_6_1_0_18_-903_13516,2005,-77.8247671492,34.9010726126,2010.0
286_6_1_0_18_-903_13539,2012,-77.8268002006,34.96031759,2012.0
286_6_1_0_18_-903_13684,2005,-77.8397547712,35.3338027808,2008.0
286_6_1_0_18_-904_13488,2005,-77.8254239599,34.8288747615,2008.0
286_6_1_0_18_-904_13516,2005,-77.8278937057,34.9009998082,2008.0
286_6_1_0_18_-904_13546,2005,-77.8305496173,34.978275522,2008.0
286_6_1_0_18_-904_13650,2005,-77.8398354406,35.2461556518,2008.0
286_6_1_0_18_-905_13467,2006,-77.8266991894,34.7747077688,2008.0
286_6_1_0_18_-905_13529,2005,-77.8321711718,34.9344131186,2008.0
286_6_1_0_18_-905_13542,2006,-77.8333239926,34.9678990954,2008.0
286_6_1_0_18_-905_13696,2005,-77.8471261488,35.3645624774,2008.0
286_6_1_0_18_-906_13464,2005,-77.8295569936,34.7669073609,2008.0
286_6_1_0_18_-906_13543,2005,-77.8365419176,34.970401778,2008.0
286_6_1_0_18_-906_13590,2012,-77.8407308455,35.0914642525,2012.0
286_6_1_0_18_-906_13703,2005,-77.8509049098,35.3825176273,2008.0
286_6_1_0_18_-906_13717,2016,-77.8521755981,35.4185761812,
286_6_1_0_18_-907_13495,2005,-77.8354140498,34.8466876606,2008.0
286_6_1_0_18_-907_13496,2005,-77.8355024736,34.8492635427,2008.0
286_6_1_0_18_-907_13552,2006,-77.8404721565,34.9935108792,2008.0
286_6_1_0_18_-907_13653,2005,-77.8495250954,35.2536609922,2009.0
286_6_1_0_18_-907_13718,2005,-77.8554128938,35.4210773231,2008.0
286_6_1_0_18_-907_13777,2014,-77.8607994018,35.5730350684,2014.0
286_6_1_0_18_-908_13660,2005,-77.8532974974,35.2716165745,2008.0
286_6_1_0_18_-908_13685,2005,-77.8555607811,35.3360077186,2010.0
286_6_1_0_18_-908_13693,2005,-77.8562865492,35.3566127128,2008.0
286_6_1_0_18_-909_13522,2005,-77.844059616,34.916089609,2008.0
286_6_1_0_18_-909_13648,2005,-77.8553531294,35.2406344067,2008.0
286_6_1_0_18_-909_13919,2005,-77.8802635688,35.9385931658,2008.0
286_6_1_0_18_-910_13410,2005,-77.8372876351,34.6275155699,2008.0
286_6_1_0_18_-910_13526,2005,-77.8475428358,34.9263195785,2008.0
286_6_1_0_18_-910_13541,2005,-77.8488799952,34.9649567599,2014.0
286_6_1_0_18_-910_13722,2005,-77.8652172751,35.4311557331,2008.0
286_6_1_0_18_-911_13467,2012,-77.8454296866,34.7742708204,2012.0
