facility_id,true_positive,latitude,longitude,new_cafo
north-carolina_franklin_14721_287_6_1_0_17_905_13947_00,1,36.1364889178,-78.1123178405,0
north-carolina_union_1403_287_6_1_0_17_79_13458_00,0,34.9056683752,-80.7496883731,0
north-carolina_franklin_3527_287_6_1_0_17_820_13925_00,1,36.0859956276,-78.3847681969,1
north-carolina_franklin_4718_287_6_1_0_17_830_13940_00,1,36.1244416344,-78.3506329025,0
north-carolina_franklin_8956_287_6_1_0_17_860_13861_00,1,35.916842152,-78.2640843651,1
north-carolina_gaston_1246_287_6_1_0_17_-104_13628_00,1,35.3459103871,-81.3261996381,1
north-carolina_gaston_1444_287_6_1_0_17_-102_13630_00,1,35.3496091821,-81.3205321584,1
north-carolina_gaston_153_287_6_1_0_17_-131_13640_00,1,35.3762808776,-81.4120343969,1
north-carolina_gaston_1540_287_6_1_0_17_-101_13628_00,1,35.3456505866,-81.3183367541,0
north-carolina_gaston_2494_287_6_1_0_17_-91_13594_00,0,35.2574886574,-81.2858575692,0
north-carolina_gaston_2691_287_6_1_0_17_-89_13595_00,0,35.260144774,-81.2797668434,0
north-carolina_gaston_337_287_6_1_0_17_-124_13646_00,0,35.3926364614,-81.3909782974,0
north-carolina_gaston_48_287_6_1_0_17_-138_13652_00,1,35.4068619263,-81.435731191,0
north-carolina_gaston_5970_287_6_1_0_17_-56_13622_00,1,35.3297337838,-81.1761375018,0
north-carolina_gaston_6181_287_6_1_0_17_-54_13635_00,0,35.3627956791,-81.1689839598,0
north-carolina_gaston_6229_287_6_1_0_17_-53_13584_00,0,35.2317556686,-81.1674136567,0
north-carolina_gaston_6492_287_6_1_0_17_-51_13649_00,1,35.3994138818,-81.1589234772,0
north-carolina_gaston_6536_287_6_1_0_17_-50_13595_00,0,35.2601506587,-81.155127701,0
north-carolina_gaston_6563_287_6_1_0_17_-50_13622_00,1,35.3296197946,-81.1566299337,0
north-carolina_gaston_821_287_6_1_0_17_-111_13621_00,1,35.3283514162,-81.3489917854,0
north-carolina_gaston_9235_287_6_1_0_17_-23_13625_00,0,35.3374539146,-81.0715391993,0
north-carolina_gaston_943_287_6_1_0_17_-109_13630_00,1,35.3491600783,-81.3417771217,1
north-carolina_gaston_9498_287_6_1_0_17_-20_13591_00,0,35.2501513373,-81.0618186924,0
north-carolina_granville_10946_287_6_1_0_17_747_14006_00,0,36.2999468701,-78.6104635134,0
north-carolina_granville_11342_287_6_1_0_17_749_14017_00,0,36.3271540227,-78.6044559946,0
north-carolina_granville_12384_287_6_1_0_17_754_14090_00,0,36.5165886251,-78.582276862,0
north-carolina_granville_15585_287_6_1_0_17_771_13927_00,1,36.0931458148,-78.542276466,0
north-carolina_granville_3133_287_6_1_0_17_705_13940_00,0,36.1329932122,-78.7506747452,0
north-carolina_granville_6080_287_6_1_0_17_721_13975_00,0,36.2224009683,-78.6965516988,0
north-carolina_granville_8639_287_6_1_0_17_735_13967_00,0,36.1991339212,-78.6520647551,0
north-carolina_granville_944_287_6_1_0_17_693_13938_00,1,36.1265069875,-78.7880219487,0
north-carolina_granville_9781_287_6_1_0_17_741_13984_00,0,36.2433194153,-78.6315614363,0
north-carolina_guilford_10475_287_6_1_0_17_380_13856_00,1,35.929214694,-79.7891012763,0
north-carolina_guilford_14552_287_6_1_0_17_410_13968_00,0,36.2172309144,-79.6894270596,0
north-carolina_guilford_14685_287_6_1_0_17_411_13968_00,0,36.2177301486,-79.6862321003,0
north-carolina_guilford_15485_287_6_1_0_17_417_13971_00,1,36.2247599875,-79.6684537336,0
north-carolina_guilford_15420_287_6_1_0_17_417_13906_00,0,36.0578572403,-79.6690631131,0
north-carolina_guilford_17976_287_6_1_0_17_436_13949_00,0,36.1687657538,-79.6071146549,0
north-carolina_guilford_17997_287_6_1_0_17_436_13970_00,1,36.2221920329,-79.6052094868,0
north-carolina_guilford_18287_287_6_1_0_17_439_13861_00,1,35.9410450632,-79.6029595636,0
north-carolina_guilford_18839_287_6_1_0_17_443_13881_00,0,35.9929149994,-79.588029388,0
north-carolina_guilford_19183_287_6_1_0_17_445_13959_00,0,36.1945863695,-79.5782926377,0
north-carolina_guilford_19220_287_6_1_0_17_446_13863_00,1,35.9443541197,-79.5786442351,0
north-carolina_guilford_19244_287_6_1_0_17_446_13887_00,1,36.0070259094,-79.5768608003,1
north-carolina_guilford_4082_287_6_1_0_17_331_13912_00,0,36.0755265316,-79.9432596184,0
north-carolina_guilford_5411_287_6_1_0_17_341_13921_00,0,36.0991508476,-79.9125854574,0
north-carolina_guilford_6205_287_6_1_0_17_347_13928_00,0,36.1166400766,-79.891708923,0
north-carolina_guilford_6968_287_6_1_0_17_353_13905_11,0,36.0576821248,-79.8736304178,0
north-carolina_guilford_9532_287_6_1_0_17_372_13962_00,0,36.2047933011,-79.8093797115,0
north-carolina_guilford_9703_287_6_1_0_17_374_13871_00,0,35.9681513368,-79.8075825036,0
north-carolina_harnett_10297_287_6_1_0_17_677_13668_00,1,35.4290048978,-78.8584224573,0
north-carolina_harnett_10889_287_6_1_0_17_682_13643_00,1,35.364372638,-78.8436285255,0
north-carolina_harnett_11176_287_6_1_0_17_684_13690_00,1,35.4860888728,-78.8343172879,0
north-carolina_harnett_11476_287_6_1_0_17_687_13635_00,1,35.3436804554,-78.8270659992,1
north-carolina_harnett_11594_287_6_1_0_17_688_13636_00,1,35.34581407,-78.8257780078,1
north-carolina_harnett_12354_287_6_1_0_17_694_13710_00,1,35.5378440775,-78.7994433907,0
north-carolina_harnett_126_287_6_1_0_17_573_13611_00,1,35.2895106134,-79.1910439303,0
north-carolina_harnett_12830_287_6_1_0_17_699_13629_00,1,35.3288694091,-78.7922095573,0
north-carolina_harnett_13026_287_6_1_0_17_701_13607_00,1,35.2709953404,-78.7870711945,0
north-carolina_harnett_13642_287_6_1_0_17_706_13680_10,0,35.4587112808,-78.7646050731,0
north-carolina_harnett_13914_287_6_1_0_17_709_13628_00,1,35.3243999984,-78.7610833129,0
north-carolina_harnett_14388_287_6_1_0_17_713_13679_00,1,35.456220905,-78.7422614038,0
north-carolina_harnett_14775_287_6_1_0_17_717_13651_00,0,35.3837048118,-78.7334405705,0
north-carolina_harnett_14833_287_6_1_0_17_718_13606_00,0,35.2674115014,-78.7325875502,0
north-carolina_harnett_170_287_6_1_0_17_575_13608_00,1,35.2809475344,-79.1844867956,1
north-carolina_harnett_17080_287_6_1_0_17_740_13669_00,1,35.4295541973,-78.6575027074,1
north-carolina_harnett_1765_287_6_1_0_17_604_13610_00,1,35.283249098,-79.0929390934,0
north-carolina_harnett_17778_287_6_1_0_17_748_13664_00,1,35.4152186438,-78.6343957166,1
north-carolina_harnett_17784_287_6_1_0_17_748_13670_00,1,35.4313940755,-78.6332434223,0
north-carolina_harnett_18664_287_6_1_0_17_760_13640_00,0,35.3521511005,-78.597605452,0
north-carolina_harnett_18795_287_6_1_0_17_762_13658_00,1,35.3992923063,-78.590050216,0
north-carolina_harnett_18865_287_6_1_0_17_764_13626_00,0,35.31663082,-78.5847480132,0
north-carolina_harnett_18911_287_6_1_0_17_765_13623_00,0,35.3093251117,-78.5842312673,0
north-carolina_harnett_19033_287_6_1_0_17_768_13631_00,0,35.3282032684,-78.5717212183,0
north-carolina_harnett_19103_287_6_1_0_17_770_13636_00,1,35.3420098717,-78.5653097751,0
north-carolina_harnett_19127_287_6_1_0_17_771_13634_00,1,35.3366640149,-78.5642303844,0
north-carolina_harnett_2305_287_6_1_0_17_610_13640_00,0,35.3619208539,-79.0715795892,0
north-carolina_harnett_2491_287_6_1_0_17_612_13649_00,0,35.3855111931,-79.0647215307,0
north-carolina_harnett_3429_287_6_1_0_17_622_13641_00,1,35.3631377773,-79.033005199,0
north-carolina_harnett_3630_287_6_1_0_17_624_13641_00,1,35.3627229049,-79.0272549706,0
north-carolina_harnett_40_287_6_1_0_17_568_13609_00,1,35.2827040535,-79.2045041727,0
north-carolina_harnett_4498_287_6_1_0_17_632_13665_00,1,35.4235150857,-79.0020814988,0
north-carolina_harnett_4731_287_6_1_0_17_634_13677_00,1,35.4545366204,-78.9934534405,0
north-carolina_harnett_4839_287_6_1_0_17_635_13673_00,1,35.4463845067,-78.9899865083,0
north-carolina_harnett_4841_287_6_1_0_17_635_13675_00,1,35.4503823278,-78.9899058675,0
north-carolina_harnett_5301_287_6_1_0_17_639_13673_00,1,35.4443895214,-78.9782892387,0
north-carolina_harnett_5402_287_6_1_0_17_640_13655_00,1,35.3993126141,-78.9763081429,0
north-carolina_harnett_5403_287_6_1_0_17_640_13656_00,1,35.4017533579,-78.9758105529,0
north-carolina_harnett_5418_287_6_1_0_17_640_13671_00,1,35.4398460491,-78.9736515945,1
north-carolina_harnett_5510_287_6_1_0_17_641_13643_00,1,35.3670580565,-78.9739433268,0
north-carolina_harnett_5663_287_6_1_0_17_642_13675_00,1,35.4489298968,-78.9687743578,0
north-carolina_harnett_6011_287_6_1_0_17_645_13653_00,1,35.3946606007,-78.9602136944,0
north-carolina_harnett_6387_287_6_1_0_17_648_13648_00,1,35.3805888639,-78.9507917187,0
north-carolina_harnett_6504_287_6_1_0_17_649_13636_00,1,35.3492667905,-78.9497494862,0
north-carolina_harnett_6612_287_6_1_0_17_650_13614_00,0,35.2926429076,-78.9478932864,0
north-carolina_harnett_6876_287_6_1_0_17_652_13614_00,1,35.2927251969,-78.939020075,0
north-carolina_harnett_7193_287_6_1_0_17_654_13662_00,0,35.4153947434,-78.9310141287,0
north-carolina_harnett_7619_287_6_1_0_17_657_13677_00,1,35.4541705508,-78.919350776,0
north-carolina_harnett_7930_287_6_1_0_17_659_13706_00,0,35.5308143624,-78.9136321555,0
north-carolina_harnett_8067_287_6_1_0_17_660_13702_00,0,35.5200124595,-78.9095625121,0
north-carolina_harnett_8215_287_6_1_0_17_661_13711_00,1,35.541981623,-78.9069325855,1
north-carolina_harnett_8139_287_6_1_0_17_661_13635_00,1,35.3444135544,-78.9099929559,1
north-carolina_harnett_8170_287_6_1_0_17_661_13666_00,1,35.425255938,-78.9094896787,0
north-carolina_harnett_8628_287_6_1_0_17_664_13710_00,1,35.538542605,-78.8966688481,0
north-carolina_harnett_9033_287_6_1_0_17_667_13709_00,1,35.5365523838,-78.8851799147,0
north-carolina_harnett_9099_287_6_1_0_17_668_13640_00,1,35.3581692979,-78.886730955,0
north-carolina_harnett_9120_287_6_1_0_17_668_13661_00,1,35.4124364102,-78.8858639854,1
north-carolina_harnett_9692_287_6_1_0_17_672_13701_00,1,35.5155768164,-78.8718429904,0
north-carolina_harnett_9958_287_6_1_0_17_674_13707_00,0,35.5312752695,-78.8647229188,0
north-carolina_henderson_10203_287_6_1_0_17_-431_13647_00,0,35.3862166413,-82.3601806132,0
north-carolina_henderson_3633_287_6_1_0_17_-491_13606_00,0,35.2789337948,-82.5486473892,0
north-carolina_henderson_3671_287_6_1_0_17_-491_13644_00,0,35.377610241,-82.5497505113,0
north-carolina_henderson_8361_287_6_1_0_17_-448_13640_00,0,35.3694761609,-82.4143277124,0
north-carolina_henderson_8362_287_6_1_0_17_-448_13641_10,0,35.3715583312,-82.4129584843,0
north-carolina_henderson_9525_287_6_1_0_17_-437_13643_00,0,35.3769465058,-82.3798659057,0
north-carolina_henderson_9636_287_6_1_0_17_-436_13643_00,0,35.3779615987,-82.3754494089,0
north-carolina_henderson_9638_287_6_1_0_17_-436_13645_00,0,35.3811038191,-82.3757299478,0
north-carolina_hoke_10094_287_6_1_0_17_588_13447_00,1,34.8626807227,-79.1528689843,1
north-carolina_hoke_10573_287_6_1_0_17_592_13452_00,1,34.874609614,-79.1393465326,0
north-carolina_hoke_10605_287_6_1_0_17_592_13484_00,1,34.9589443237,-79.1359786912,1
north-carolina_hoke_11605_287_6_1_0_17_601_13471_00,1,34.9263018952,-79.1105593448,0
north-carolina_hoke_1261_287_6_1_0_17_522_13488_00,1,34.973034759,-79.3573218732,0
north-carolina_hoke_1641_287_6_1_0_17_526_13474_00,1,34.9351082273,-79.3459503388,0
north-carolina_hoke_2261_287_6_1_0_17_531_13472_00,1,34.9293941591,-79.3292062404,1
north-carolina_hoke_2541_287_6_1_0_17_533_13495_00,0,34.9909282635,-79.3220802655,0
north-carolina_hoke_2895_287_6_1_0_17_536_13460_00,1,34.9005865188,-79.3167795284,0
north-carolina_hoke_2804_287_6_1_0_17_535_13500_00,1,35.003392391,-79.3153100092,0
north-carolina_hoke_5958_287_6_1_0_17_558_13449_00,1,34.8708297735,-79.2447604698,0
north-carolina_hoke_5970_287_6_1_0_17_558_13461_00,1,34.9016107039,-79.2463998344,0
north-carolina_hoke_6253_287_6_1_0_17_560_13452_00,1,34.8781943941,-79.238155809,1
north-carolina_hoke_6603_287_6_1_0_17_562_13510_00,0,35.0262911308,-79.230524264,0
north-carolina_hoke_9086_287_6_1_0_17_580_13458_00,1,34.8915377666,-79.1771745423,0
north-carolina_hoke_9227_287_6_1_0_17_581_13466_00,1,34.9120674466,-79.1747642171,0
north-carolina_hoke_9353_287_6_1_0_17_582_13461_00,1,34.8999581608,-79.1703661709,0
north-carolina_hoke_9610_287_6_1_0_17_584_13461_00,1,34.8988704587,-79.1643109544,0
north-carolina_hoke_9983_287_6_1_0_17_587_13458_00,1,34.8913146199,-79.1553961129,0
north-carolina_hoke_9984_287_6_1_0_17_587_13459_00,1,34.8949041994,-79.1551840523,1
north-carolina_iredell_1006_287_6_1_0_17_-9_13829_00,1,35.8662946515,-81.0254186585,0
north-carolina_iredell_10394_287_6_1_0_17_44_13791_00,0,35.767204453,-80.8576614849,0
north-carolina_iredell_1083_287_6_1_0_17_-8_13827_00,1,35.8607547434,-81.0253900986,0
north-carolina_iredell_10905_287_6_1_0_17_46_13880_00,1,35.9979777205,-80.8523027912,0
north-carolina_iredell_11051_287_6_1_0_17_47_13815_00,0,35.8292942858,-80.8486713859,0
north-carolina_iredell_11122_287_6_1_0_17_47_13886_00,1,36.0131822632,-80.8479026443,0
north-carolina_iredell_11272_287_6_1_0_17_48_13825_00,0,35.8554669529,-80.8465256601,0
north-carolina_iredell_11756_287_6_1_0_17_50_13886_00,1,36.0128451515,-80.8410068373,0
north-carolina_iredell_12121_287_6_1_0_17_52_13827_00,1,35.8602263013,-80.8340626951,0
north-carolina_iredell_12185_287_6_1_0_17_52_13891_00,1,36.026175032,-80.8331957216,0
north-carolina_iredell_12628_287_6_1_0_17_55_13698_00,1,35.527863463,-80.8249239253,1
north-carolina_iredell_12930_287_6_1_0_17_56_13788_00,0,35.758988056,-80.8217989626,0
north-carolina_iredell_13645_287_6_1_0_17_59_13867_00,1,35.9635708963,-80.8103936563,0
north-carolina_iredell_14015_287_6_1_0_17_61_13813_00,0,35.8242976527,-80.8048607247,0
north-carolina_iredell_14507_287_6_1_0_17_63_13879_00,1,35.9957491289,-80.7981168169,1
north-carolina_iredell_14791_287_6_1_0_17_65_13737_00,0,35.6265870247,-80.7927894814,0
north-carolina_iredell_14922_287_6_1_0_17_65_13868_00,1,35.967359573,-80.7906967158,0
north-carolina_iredell_1565_287_6_1_0_17_-3_13825_00,1,35.8553536152,-81.0089314558,1
north-carolina_iredell_16344_287_6_1_0_17_72_13799_00,1,35.7876237447,-80.7692405672,0
north-carolina_iredell_16589_287_6_1_0_17_73_13838_00,0,35.8898891502,-80.7660137714,0
north-carolina_iredell_16755_287_6_1_0_17_74_13806_00,1,35.8056037376,-80.7630210676,0
north-carolina_iredell_17477_287_6_1_0_17_78_13825_00,1,35.8560121416,-80.7506698673,0
north-carolina_iredell_17480_287_6_1_0_17_78_13828_00,1,35.8632805939,-80.7499544188,0
north-carolina_iredell_17517_287_6_1_0_17_78_13865_00,1,35.9583114777,-80.7516028327,0
north-carolina_iredell_17519_287_6_1_0_17_78_13867_00,1,35.963193958,-80.7494148873,1
north-carolina_iredell_17795_287_6_1_0_17_80_13842_00,1,35.8993276856,-80.7449840632,1
north-carolina_iredell_18345_287_6_1_0_17_85_13802_00,1,35.7959467183,-80.7271696934,0
north-carolina_iredell_18377_287_6_1_0_17_85_13834_00,1,35.8771108314,-80.7285640834,0
north-carolina_iredell_1842_287_6_1_0_17_-1_13851_00,1,35.9234607137,-81.0017989613,0
north-carolina_iredell_18847_287_6_1_0_17_90_13846_00,0,35.9089270555,-80.7130292682,0
north-carolina_iredell_18909_287_6_1_0_17_91_13827_00,1,35.8607630441,-80.7089579205,1
north-carolina_iredell_228_287_6_1_0_17_-22_13790_00,1,35.7642857168,-81.0683870069,0
north-carolina_iredell_230_287_6_1_0_17_-22_13792_00,1,35.7704268712,-81.0678359835,0
north-carolina_iredell_2641_287_6_1_0_17_5_13806_00,1,35.8071949468,-80.9821267923,1
north-carolina_iredell_2696_287_6_1_0_17_5_13861_00,1,35.9482337344,-80.9817999868,0
north-carolina_iredell_3141_287_6_1_0_17_8_13861_00,1,35.9496677969,-80.9725749572,0
north-carolina_iredell_3295_287_6_1_0_17_9_13864_00,1,35.9567674744,-80.9696634706,0
north-carolina_iredell_3403_287_6_1_0_17_10_13818_00,1,35.8380793512,-80.9665637285,0
north-carolina_iredell_4338_287_6_1_0_17_15_13855_00,1,35.9325446869,-80.9505792403,0
north-carolina_iredell_5105_287_6_1_0_17_19_13805_00,0,35.8037674183,-80.9376028657,0
north-carolina_iredell_556_287_6_1_0_17_-16_13821_00,1,35.8462276453,-81.0509191934,0
north-carolina_iredell_5770_287_6_1_0_17_22_13827_00,1,35.8603540452,-80.9287236318,0
north-carolina_iredell_5960_287_6_1_0_17_23_13802_00,0,35.7954027893,-80.9260178124,0
north-carolina_iredell_62_287_6_1_0_17_-29_13800_00,1,35.7903329664,-81.0884884349,1
north-carolina_iredell_6354_287_6_1_0_17_25_13767_00,0,35.7062284514,-80.9185468184,0
north-carolina_iredell_6528_287_6_1_0_17_26_13728_00,0,35.6033554939,-80.9151797074,0
north-carolina_iredell_654_287_6_1_0_17_-14_13806_00,1,35.8062354591,-81.0442055153,1
north-carolina_iredell_658_287_6_1_0_17_-14_13810_00,1,35.8167117742,-81.0440661061,1
north-carolina_iredell_7276_287_6_1_0_17_29_13842_00,1,35.8991823055,-80.9052077003,0
north-carolina_iredell_8381_287_6_1_0_17_34_13892_00,1,36.0295295744,-80.8909576069,0
north-carolina_iredell_8748_287_6_1_0_17_36_13837_00,1,35.8861402139,-80.8836495695,0
north-carolina_jackson_4191_287_6_1_0_17_-701_13626_00,0,35.3198646436,-83.2124350891,0
north-carolina_johnston_11823_287_6_1_0_17_829_13628_00,0,35.3164358303,-78.3824495032,0
north-carolina_johnston_12013_287_6_1_0_17_830_13627_00,1,35.3163809826,-78.3787914841,0
north-carolina_johnston_12191_287_6_1_0_17_831_13614_00,1,35.2800276432,-78.3772666326,0
north-carolina_johnston_12814_287_6_1_0_17_834_13662_00,0,35.4055959433,-78.3624033322,0
north-carolina_johnston_12970_287_6_1_0_17_835_13626_00,1,35.31071832,-78.3634614811,1
north-carolina_johnston_14924_287_6_1_0_17_845_13635_00,1,35.3332105442,-78.3309649725,1
north-carolina_johnston_15697_287_6_1_0_17_849_13620_00,1,35.2963799458,-78.3192004997,0
north-carolina_johnston_16156_287_6_1_0_17_851_13683_00,0,35.4586170541,-78.3065090165,0
north-carolina_johnston_16695_287_6_1_0_17_854_13624_00,0,35.3050279363,-78.3023650055,0
north-carolina_johnston_16948_287_6_1_0_17_855_13679_00,1,35.448376464,-78.2942767672,0
north-carolina_johnston_17148_287_6_1_0_17_856_13682_00,1,35.4535799235,-78.2912059146,0
north-carolina_johnston_1719_287_6_1_0_17_765_13664_00,1,35.4138453542,-78.5798839865,0
north-carolina_johnston_17686_287_6_1_0_17_859_13638_00,1,35.3411247339,-78.2874654876,1
north-carolina_johnston_19088_287_6_1_0_17_866_13693_00,1,35.482835692,-78.2571051967,0
north-carolina_johnston_20810_287_6_1_0_17_876_13687_00,1,35.4665041175,-78.2279248886,0
north-carolina_johnston_21044_287_6_1_0_17_877_13755_00,0,35.6423299581,-78.218014565,0
north-carolina_johnston_21055_287_6_1_0_17_877_13766_00,0,35.6700911448,-78.2167237997,0
north-carolina_johnston_21064_287_6_1_0_17_877_13775_00,0,35.6940929727,-78.2175368414,0
north-carolina_johnston_22214_287_6_1_0_17_885_13684_00,1,35.4573384601,-78.2010320993,0
north-carolina_wayne_2820_287_6_1_0_17_909_13677_00,1,35.4380637547,-78.1226436665,1
north-carolina_johnston_2241_287_6_1_0_17_770_13696_00,1,35.4972025514,-78.5619735286,0
north-carolina_johnston_22503_287_6_1_0_17_887_13670_00,1,35.4215404716,-78.1956981877,0
north-carolina_johnston_22654_287_6_1_0_17_888_13671_00,0,35.4247168882,-78.1922555997,0
north-carolina_johnston_22811_287_6_1_0_17_889_13679_00,1,35.4435871598,-78.188100465,0
north-carolina_johnston_23259_287_6_1_0_17_892_13687_00,0,35.4651777537,-78.1769722155,0
north-carolina_johnston_23412_287_6_1_0_17_893_13695_00,1,35.4869980973,-78.171710895,0
north-carolina_johnston_234_287_6_1_0_17_740_13696_00,1,35.5007491346,-78.6581404011,0
north-carolina_wayne_1978_287_6_1_0_17_901_13662_00,1,35.4010243334,-78.1526566694,0
north-carolina_johnston_3014_287_6_1_0_17_777_13682_00,0,35.4608415203,-78.5411667952,0
north-carolina_johnston_4055_287_6_1_0_17_785_13628_00,1,35.3208739204,-78.5202890963,0
north-carolina_johnston_4979_287_6_1_0_17_791_13619_00,0,35.2961523662,-78.5010649356,0
north-carolina_johnston_5143_287_6_1_0_17_792_13620_00,1,35.3005047094,-78.4974068709,0
north-carolina_johnston_5452_287_6_1_0_17_793_13763_00,0,35.6684659072,-78.483778658,0
north-carolina_johnston_5493_287_6_1_0_17_794_13635_00,1,35.3382761573,-78.4923855362,1
north-carolina_johnston_5595_287_6_1_0_17_794_13737_00,0,35.6016498911,-78.4838651259,0
north-carolina_johnston_6029_287_6_1_0_17_797_13658_00,1,35.3972242485,-78.4795436135,0
north-carolina_johnston_6240_287_6_1_0_17_798_13696_00,0,35.4949419159,-78.4729957013,0
north-carolina_johnston_6335_287_6_1_0_17_799_13618_00,1,35.2934348379,-78.4751049233,0
north-carolina_johnston_6701_287_6_1_0_17_801_13638_00,1,35.3452487505,-78.4703401919,0
north-carolina_johnston_7408_287_6_1_0_17_805_13646_00,1,35.3663489069,-78.4540339766,0
north-carolina_johnston_7768_287_6_1_0_17_807_13651_00,0,35.376851788,-78.4496668695,0
north-carolina_johnston_8033_287_6_1_0_17_808_13738_00,0,35.603344495,-78.4379271555,0
north-carolina_johnston_8131_287_6_1_0_17_809_13657_00,0,35.3933951359,-78.4420026954,0
north-carolina_johnston_8625_287_6_1_0_17_812_13610_00,1,35.2709521064,-78.4380304886,0
north-carolina_johnston_8843_287_6_1_0_17_813_13646_00,0,35.3655514105,-78.4297331153,0
north-carolina_alamance_11167_287_6_1_0_17_529_13861_00,0,35.9374108145,-79.3163260823,0
north-carolina_johnston_9025_287_6_1_0_17_814_13646_00,1,35.3657223806,-78.4268990787,0
north-carolina_johnston_9206_287_6_1_0_17_815_13644_00,0,35.3611512054,-78.4239603243,0
north-carolina_johnston_9_287_6_1_0_17_726_13706_00,1,35.5257492293,-78.7001180522,0
north-carolina_alamance_160_287_6_1_0_17_459_13855_00,1,35.9235940467,-79.5375686526,0
north-carolina_johnston_9724_287_6_1_0_17_818_13606_00,0,35.2611071661,-78.4183079607,0
north-carolina_johnston_9730_287_6_1_0_17_818_13612_00,1,35.2763164632,-78.4167634857,1
north-carolina_lee_1067_287_6_1_0_17_544_13645_10,1,35.3790017906,-79.2800278275,0
north-carolina_lee_1567_287_6_1_0_17_551_13632_00,0,35.3433825645,-79.2571729728,0
north-carolina_lee_203_287_6_1_0_17_528_13670_00,1,35.4425686475,-79.328605991,0
north-carolina_lee_3401_287_6_1_0_17_570_13711_00,0,35.5469347016,-79.1941253532,0
north-carolina_alamance_4123_287_6_1_0_17_484_13869_00,1,35.9599634142,-79.457867028,0
north-carolina_lee_5110_287_6_1_0_17_586_13681_00,0,35.4687609239,-79.146124621,0
north-carolina_lee_5226_287_6_1_0_17_587_13688_00,0,35.4875640035,-79.1413868596,0
north-carolina_lee_5665_287_6_1_0_17_591_13704_00,1,35.5273756069,-79.1266385979,0
north-carolina_lee_5764_287_6_1_0_17_592_13699_00,1,35.5156451294,-79.1254642718,0
north-carolina_lee_5862_287_6_1_0_17_593_13694_00,1,35.5008822157,-79.1206928659,0
north-carolina_lee_5967_287_6_1_0_17_594_13697_00,1,35.5107682817,-79.1185150376,0
north-carolina_lee_6154_287_6_1_0_17_596_13685_00,1,35.4772676891,-79.113326226,0
north-carolina_union_8690_287_6_1_0_17_140_13438_00,1,34.8543515,-80.5573435844,0
north-carolina_lee_6248_287_6_1_0_17_597_13683_00,1,35.474542244,-79.1079230683,0
north-carolina_lee_6288_287_6_1_0_17_597_13723_00,0,35.5769222408,-79.1077864395,0
north-carolina_lee_6437_287_6_1_0_17_599_13683_00,0,35.4746172361,-79.1043327295,0
north-carolina_lee_6499_287_6_1_0_17_600_13653_00,0,35.3956259361,-79.1015010565,0
north-carolina_lee_7091_287_6_1_0_17_606_13728_00,1,35.5890368495,-79.0782859521,0
north-carolina_alexander_1117_287_6_1_0_17_-93_13835_00,1,35.8793625396,-81.2951676734,1
north-carolina_lee_8071_287_6_1_0_17_623_13687_10,1,35.4837535706,-79.0272986994,0
north-carolina_lee_959_287_6_1_0_17_542_13662_00,1,35.4222026757,-79.2839551407,0
north-carolina_lincoln_1078_287_6_1_0_17_-139_13710_00,1,35.5575649542,-81.4372337508,0
north-carolina_lincoln_1121_287_6_1_0_17_-138_13696_00,1,35.5219497993,-81.434862544,0
north-carolina_alexander_1912_287_6_1_0_17_-84_13878_00,1,35.9931967824,-81.2661094783,0
north-carolina_alexander_196_287_6_1_0_17_-105_13866_00,1,35.9602178368,-81.3318792908,0
north-carolina_lincoln_1166_287_6_1_0_17_-137_13683_00,1,35.4876168484,-81.4310049583,0
north-carolina_lincoln_1425_287_6_1_0_17_-133_13710_00,1,35.5567376299,-81.4192047879,0
north-carolina_alexander_2224_287_6_1_0_17_-80_13848_00,1,35.913945602,-81.2537695897,0
north-carolina_lincoln_1590_287_6_1_0_17_-130_13701_00,1,35.5340157976,-81.4101284279,0
north-carolina_lincoln_2125_287_6_1_0_17_-120_13660_10,0,35.4271205766,-81.376801529,0
north-carolina_lincoln_2247_287_6_1_0_17_-118_13668_00,1,35.4489252195,-81.3728172126,1
north-carolina_lincoln_2481_287_6_1_0_17_-114_13671_00,1,35.4555511143,-81.3589740531,0
north-carolina_lincoln_2667_287_6_1_0_17_-111_13683_00,1,35.4871471763,-81.3503215164,1
north-carolina_alexander_2416_287_6_1_0_17_-78_13874_00,1,35.982612831,-81.24605445,0
north-carolina_lincoln_275_287_6_1_0_17_-154_13692_00,1,35.5096995193,-81.4850434854,0
north-carolina_alexander_2730_287_6_1_0_17_-74_13852_00,1,35.9247027487,-81.2334630531,0
north-carolina_lincoln_2857_287_6_1_0_17_-108_13699_00,1,35.530034924,-81.3395514088,0
north-carolina_lincoln_2967_287_6_1_0_17_-106_13693_00,0,35.5127839473,-81.334291667,0
north-carolina_lincoln_3087_287_6_1_0_17_-104_13697_00,1,35.5233592491,-81.3283550375,0
north-carolina_alexander_2818_287_6_1_0_17_-73_13854_00,1,35.9311779527,-81.2312511762,0
north-carolina_lincoln_3881_287_6_1_0_17_-90_13687_00,1,35.4990861653,-81.283667323,1
north-carolina_lincoln_3891_287_6_1_0_17_-90_13697_00,1,35.5226923808,-81.2841195494,0
north-carolina_lincoln_4136_287_6_1_0_17_-86_13710_00,0,35.5587087458,-81.2718093351,0
north-carolina_alexander_3002_287_6_1_0_17_-71_13864_00,1,35.9568829387,-81.2251260104,0
