north-carolina_alamance_10554_287_6_1_0_17_525_13872_0.jpeg,north-carolina_alamance_10554_287_6_1_0_17_525_13872,0.644138,0.220006
north-carolina_alamance_10559_287_6_1_0_17_525_13877_0.jpeg,north-carolina_alamance_10559_287_6_1_0_17_525_13877,0.087215,0.00235098
north-carolina_alamance_11167_287_6_1_0_17_529_13861_0.jpeg,north-carolina_alamance_11167_287_6_1_0_17_529_13861,0.556009,0.0433455
north-carolina_alamance_11619_287_6_1_0_17_532_13845_0.jpeg,north-carolina_alamance_11619_287_6_1_0_17_532_13845,0.376403,0.0628819
north-carolina_alamance_11688_287_6_1_0_17_532_13914_0.jpeg,north-carolina_alamance_11688_287_6_1_0_17_532_13914,0.422393,0.052394
north-carolina_alamance_11689_287_6_1_0_17_532_13915_0.jpeg,north-carolina_alamance_11689_287_6_1_0_17_532_13915,0.518048,0.0132333
north-carolina_alamance_11779_287_6_1_0_17_533_13849_0.jpeg,north-carolina_alamance_11779_287_6_1_0_17_533_13849,0.932151,0.671841
north-carolina_alamance_12001_287_6_1_0_17_534_13915_0.jpeg,north-carolina_alamance_12001_287_6_1_0_17_534_13915,0.773909,0.185675
north-carolina_alamance_12001_287_6_1_0_17_534_13915_1.jpeg,north-carolina_alamance_12001_287_6_1_0_17_534_13915,0.334769,0.00897244
north-carolina_alamance_12003_287_6_1_0_17_534_13917_0.jpeg,north-carolina_alamance_12003_287_6_1_0_17_534_13917,0.51559,0.189089
north-carolina_alamance_1232_287_6_1_0_17_465_13980_0.jpeg,north-carolina_alamance_1232_287_6_1_0_17_465_13980,0.994858,0.158008
north-carolina_alamance_12438_287_6_1_0_17_537_13884_0.jpeg,north-carolina_alamance_12438_287_6_1_0_17_537_13884,0.953508,0.789202
north-carolina_alamance_1415_287_6_1_0_17_467_13847_0.jpeg,north-carolina_alamance_1415_287_6_1_0_17_467_13847,0.999958,0.981808
north-carolina_alamance_1416_287_6_1_0_17_467_13848_0.jpeg,north-carolina_alamance_1416_287_6_1_0_17_467_13848,0.999939,0.987968
north-carolina_alamance_1538_287_6_1_0_17_467_13970_0.jpeg,north-carolina_alamance_1538_287_6_1_0_17_467_13970,0.067188,0.0139699
north-carolina_alamance_156_287_6_1_0_17_459_13851_0.jpeg,north-carolina_alamance_156_287_6_1_0_17_459_13851,0.794327,0.128163
north-carolina_alamance_160_287_6_1_0_17_459_13855_0.jpeg,north-carolina_alamance_160_287_6_1_0_17_459_13855,0.964627,0.0346762
north-carolina_alamance_2133_287_6_1_0_17_471_13933_0.jpeg,north-carolina_alamance_2133_287_6_1_0_17_471_13933,0.0372177,0.0495099
north-carolina_alamance_2734_287_6_1_0_17_475_13902_0.jpeg,north-carolina_alamance_2734_287_6_1_0_17_475_13902,0.385216,0.0480416
north-carolina_alamance_2737_287_6_1_0_17_475_13905_0.jpeg,north-carolina_alamance_2737_287_6_1_0_17_475_13905,0.532893,0.480123
north-carolina_alamance_2815_287_6_1_0_17_476_13825_0.jpeg,north-carolina_alamance_2815_287_6_1_0_17_476_13825,0.996008,0.508204
north-carolina_alamance_2973_287_6_1_0_17_477_13825_0.jpeg,north-carolina_alamance_2973_287_6_1_0_17_477_13825,0.942705,0.40788
north-carolina_alamance_3112_287_6_1_0_17_477_13964_0.jpeg,north-carolina_alamance_3112_287_6_1_0_17_477_13964,0.574627,0.0778054
north-carolina_alamance_3471_287_6_1_0_17_480_13849_0.jpeg,north-carolina_alamance_3471_287_6_1_0_17_480_13849,0.999788,0.905679
north-carolina_alamance_3563_287_6_1_0_17_480_13941_0.jpeg,north-carolina_alamance_3563_287_6_1_0_17_480_13941,0.0417797,0.00622094
north-carolina_alamance_3629_287_6_1_0_17_481_13849_0.jpeg,north-carolina_alamance_3629_287_6_1_0_17_481_13849,0.998973,0.694338
north-carolina_alamance_3633_287_6_1_0_17_481_13853_0.jpeg,north-carolina_alamance_3633_287_6_1_0_17_481_13853,0.99984,0.995997
north-carolina_alamance_3634_287_6_1_0_17_481_13854_0.jpeg,north-carolina_alamance_3634_287_6_1_0_17_481_13854,0.999222,0.957492
north-carolina_alamance_3682_287_6_1_0_17_481_13902_0.jpeg,north-carolina_alamance_3682_287_6_1_0_17_481_13902,0.330643,0.117205
north-carolina_alamance_3785_287_6_1_0_17_482_13847_0.jpeg,north-carolina_alamance_3785_287_6_1_0_17_482_13847,0.942103,0.0794205
north-carolina_alamance_3796_287_6_1_0_17_482_13858_0.jpeg,north-carolina_alamance_3796_287_6_1_0_17_482_13858,0.218007,0.00713652
north-carolina_alamance_3872_287_6_1_0_17_482_13934_0.jpeg,north-carolina_alamance_3872_287_6_1_0_17_482_13934,0.910987,0.270026
north-carolina_alamance_3949_287_6_1_0_17_483_13853_0.jpeg,north-carolina_alamance_3949_287_6_1_0_17_483_13853,0.980448,0.979309
north-carolina_alamance_3950_287_6_1_0_17_483_13854_0.jpeg,north-carolina_alamance_3950_287_6_1_0_17_483_13854,0.999904,0.899795
north-carolina_alamance_4123_287_6_1_0_17_484_13869_0.jpeg,north-carolina_alamance_4123_287_6_1_0_17_484_13869,0.997198,0.358635
north-carolina_alamance_4238_287_6_1_0_17_485_13826_0.jpeg,north-carolina_alamance_4238_287_6_1_0_17_485_13826,0.998597,0.404203
north-carolina_alamance_4320_287_6_1_0_17_485_13908_0.jpeg,north-carolina_alamance_4320_287_6_1_0_17_485_13908,0.265088,0.321168
north-carolina_alamance_4477_287_6_1_0_17_486_13907_0.jpeg,north-carolina_alamance_4477_287_6_1_0_17_486_13907,0.495014,0.0243361
north-carolina_alamance_4936_287_6_1_0_17_489_13892_0.jpeg,north-carolina_alamance_4936_287_6_1_0_17_489_13892,0.569648,0.0388171
north-carolina_alamance_5138_287_6_1_0_17_490_13936_0.jpeg,north-carolina_alamance_5138_287_6_1_0_17_490_13936,0.311011,0.586817
north-carolina_alamance_5561_287_6_1_0_17_493_13885_0.jpeg,north-carolina_alamance_5561_287_6_1_0_17_493_13885,0.454564,0.0385131
north-carolina_alamance_5665_287_6_1_0_17_494_13831_0.jpeg,north-carolina_alamance_5665_287_6_1_0_17_494_13831,0.950621,0.0187713
north-carolina_alamance_5667_287_6_1_0_17_494_13833_0.jpeg,north-carolina_alamance_5667_287_6_1_0_17_494_13833,0.456416,0.150886
north-carolina_alamance_5807_287_6_1_0_17_494_13973_0.jpeg,north-carolina_alamance_5807_287_6_1_0_17_494_13973,0.355336,0.0150498
north-carolina_alamance_6047_287_6_1_0_17_496_13897_0.jpeg,north-carolina_alamance_6047_287_6_1_0_17_496_13897,0.0335786,0.0018966
north-carolina_alamance_613_287_6_1_0_17_462_13835_0.jpeg,north-carolina_alamance_613_287_6_1_0_17_462_13835,0.902272,0.260886
north-carolina_alamance_614_287_6_1_0_17_462_13836_0.jpeg,north-carolina_alamance_614_287_6_1_0_17_462_13836,0.999957,0.980621
north-carolina_alamance_6342_287_6_1_0_17_498_13878_0.jpeg,north-carolina_alamance_6342_287_6_1_0_17_498_13878,0.506353,0.0191128
north-carolina_alamance_6530_287_6_1_0_17_499_13909_0.jpeg,north-carolina_alamance_6530_287_6_1_0_17_499_13909,0.913087,0.110122
north-carolina_alamance_6604_287_6_1_0_17_500_13826_0.jpeg,north-carolina_alamance_6604_287_6_1_0_17_500_13826,0.999974,0.815563
north-carolina_alamance_6605_287_6_1_0_17_500_13827_0.jpeg,north-carolina_alamance_6605_287_6_1_0_17_500_13827,0.999986,0.962598
north-carolina_alamance_6614_287_6_1_0_17_500_13836_0.jpeg,north-carolina_alamance_6614_287_6_1_0_17_500_13836,0.437626,0.0435779
north-carolina_alamance_6821_287_6_1_0_17_501_13886_0.jpeg,north-carolina_alamance_6821_287_6_1_0_17_501_13886,0.200468,0.189737
north-carolina_alamance_6903_287_6_1_0_17_501_13968_0.jpeg,north-carolina_alamance_6903_287_6_1_0_17_501_13968,0.311759,0.702311
north-carolina_alamance_6925_287_6_1_0_17_502_13833_0.jpeg,north-carolina_alamance_6925_287_6_1_0_17_502_13833,0.999421,0.11204
north-carolina_alamance_6926_287_6_1_0_17_502_13834_0.jpeg,north-carolina_alamance_6926_287_6_1_0_17_502_13834,0.999552,0.336392
north-carolina_alamance_6927_287_6_1_0_17_502_13835_0.jpeg,north-carolina_alamance_6927_287_6_1_0_17_502_13835,0.992319,0.257921
north-carolina_alamance_7705_287_6_1_0_17_507_13831_0.jpeg,north-carolina_alamance_7705_287_6_1_0_17_507_13831,0.225337,0.00127314
north-carolina_alamance_7705_287_6_1_0_17_507_13831_1.jpeg,north-carolina_alamance_7705_287_6_1_0_17_507_13831,0.35058,0.00104053
north-carolina_alamance_772_287_6_1_0_17_463_13836_0.jpeg,north-carolina_alamance_772_287_6_1_0_17_463_13836,0.999996,0.862359
north-carolina_alamance_7793_287_6_1_0_17_507_13919_0.jpeg,north-carolina_alamance_7793_287_6_1_0_17_507_13919,0.071655,0.00777299
north-carolina_alamance_7875_287_6_1_0_17_508_13845_0.jpeg,north-carolina_alamance_7875_287_6_1_0_17_508_13845,0.242233,0.0171116
north-carolina_alamance_8075_287_6_1_0_17_509_13889_0.jpeg,north-carolina_alamance_8075_287_6_1_0_17_509_13889,0.521717,0.526489
north-carolina_alamance_8311_287_6_1_0_17_510_13969_0.jpeg,north-carolina_alamance_8311_287_6_1_0_17_510_13969,0.581958,0.0151494
north-carolina_alamance_8311_287_6_1_0_17_510_13969_1.jpeg,north-carolina_alamance_8311_287_6_1_0_17_510_13969,0.0325479,0.000129674
north-carolina_alamance_8392_287_6_1_0_17_511_13894_0.jpeg,north-carolina_alamance_8392_287_6_1_0_17_511_13894,0.725627,0.0732351
north-carolina_alamance_8410_287_6_1_0_17_511_13912_0.jpeg,north-carolina_alamance_8410_287_6_1_0_17_511_13912,0.183294,0.00352434
north-carolina_alamance_8435_287_6_1_0_17_511_13937_0.jpeg,north-carolina_alamance_8435_287_6_1_0_17_511_13937,0.216958,0.0269258
